"('face', 0.9934744238853455, (369.23394775390625, 318.4294738769531, 82.88871765136719, 100.14511108398438))","('map', 0.9832817912101746, (1016.0701904296875, 249.52529907226562, 183.91746520996094, 225.4600067138672))","('dice', 0.6983423233032227, (368.1976623535156, 124.19976043701172, 66.31090545654297, 102.93380737304688))","('key', 0.6360020041465759, (659.8193969726562, 154.6793670654297, 129.5138702392578, 62.98749542236328))","('face', 0.3305933475494385, (1259.6448974609375, 149.32167053222656, 37.819732666015625, 178.9971466064453))","('ball', 0.29322758316993713, (116.84310150146484, 624.1063232421875, 82.18345642089844, 104.84873962402344))"
"('face', 0.9944115281105042, (369.50152587890625, 319.22161865234375, 83.538818359375, 100.35928344726562))","('map', 0.9820836782455444, (1016.9227294921875, 249.47628784179688, 182.04122924804688, 224.0880889892578))","('dice', 0.6917132139205933, (368.7553405761719, 123.75390625, 63.80172348022461, 104.75918579101562))","('key', 0.5479243993759155, (661.5338745117188, 154.72274780273438, 112.22061157226562, 48.672157287597656))","('face', 0.2713111639022827, (1259.6448974609375, 148.72994995117188, 37.19704818725586, 181.81594848632812))","('ball', 0.26344165205955505, (117.8346176147461, 623.8201293945312, 81.76318359375, 104.28709411621094))"
"('face', 0.9931626915931702, (369.8022766113281, 319.3673095703125, 83.78392028808594, 100.20014190673828))","('map', 0.9798970818519592, (1015.8094482421875, 249.5481414794922, 182.7091064453125, 226.84031677246094))","('dice', 0.7113238573074341, (370.4654235839844, 124.20166015625, 62.90464401245117, 106.14295196533203))","('key', 0.7011762857437134, (662.86376953125, 154.84056091308594, 113.26656341552734, 48.1021728515625))","('face', 0.2533561885356903, (1260.019775390625, 149.143310546875, 36.94363784790039, 180.93031311035156))","('ball', 0.2529410719871521, (117.73716735839844, 624.10546875, 82.1433334350586, 104.47184753417969))"
"('face', 0.9926112294197083, (369.4264221191406, 319.6664123535156, 83.37581634521484, 100.53707122802734))","('map', 0.9814473390579224, (1016.0701904296875, 250.39468383789062, 182.13014221191406, 227.1728515625))","('dice', 0.7048928737640381, (369.70843505859375, 124.70565032958984, 63.30521011352539, 105.04730987548828))","('key', 0.6987332105636597, (661.7603759765625, 154.5552520751953, 111.10291290283203, 48.27865219116211))","('ball', 0.2649485170841217, (117.73143768310547, 624.5663452148438, 82.10323333740234, 105.252685546875))"
"('face', 0.9933705925941467, (369.8060607910156, 320.11199951171875, 83.05076599121094, 100.94288635253906))","('map', 0.9847375154495239, (1016.8804321289062, 251.05990600585938, 184.18707275390625, 227.67254638671875))","('dice', 0.7081224322319031, (369.7842712402344, 124.95912170410156, 63.92646026611328, 104.0963134765625))","('key', 0.6462302207946777, (662.2342529296875, 155.0149383544922, 112.88008117675781, 48.05228805541992))","('ball', 0.2964077293872833, (118.78306579589844, 624.477783203125, 82.5857162475586, 105.06013488769531))"
"('face', 0.9931586980819702, (369.6153259277344, 321.1045837402344, 83.538818359375, 101.51129913330078))","('map', 0.9820693135261536, (1016.6795654296875, 250.21621704101562, 183.69309997558594, 227.83937072753906))","('dice', 0.7177245020866394, (369.3111572265625, 125.011474609375, 63.212547302246094, 106.24665832519531))","('key', 0.6019040942192078, (659.4649658203125, 156.31735229492188, 127.88784790039062, 63.8389778137207))","('ball', 0.29482436180114746, (118.4952621459961, 625.2924194335938, 82.46483612060547, 105.92291259765625))"
"('face', 0.9929439425468445, (369.5364685058594, 320.7379455566406, 83.37581634521484, 100.5248031616211))","('map', 0.9797431230545044, (1017.0394897460938, 250.642578125, 183.91746520996094, 228.78695678710938))","('dice', 0.730207622051239, (369.3922424316406, 125.33586883544922, 63.55298614501953, 106.05229187011719))","('key', 0.6122435331344604, (659.35009765625, 156.8583984375, 127.82542419433594, 63.621150970458984))","('ball', 0.281961590051651, (119.14818572998047, 624.538818359375, 82.706787109375, 104.86793518066406))","('face', 0.25980597734451294, (1259.7119140625, 149.1561279296875, 36.727806091308594, 184.4988555908203))"
"('face', 0.9924955368041992, (369.2279357910156, 320.4359436035156, 84.09130859375, 100.887451171875))","('map', 0.98035728931427, (1017.198974609375, 251.10806274414062, 183.55859375, 226.95111083984375))","('dice', 0.6850321888923645, (369.37384033203125, 124.96713256835938, 64.33352661132812, 104.83594512939453))","('key', 0.6374122500419617, (659.2613525390625, 155.9583740234375, 127.45925903320312, 63.40406799316406))","('ball', 0.29326003789901733, (118.25785827636719, 624.6131591796875, 82.26374816894531, 105.49708557128906))"
"('face', 0.9937727451324463, (369.2348937988281, 319.4270324707031, 84.05025482177734, 100.19402313232422))","('map', 0.9778857231140137, (1017.8838500976562, 249.97938537597656, 183.02162170410156, 226.1767120361328))","('key', 0.705155611038208, (661.4422607421875, 155.04742431640625, 110.45381164550781, 47.45914077758789))","('dice', 0.688380777835846, (369.0959167480469, 124.35633087158203, 64.83810424804688, 105.44558715820312))","('ball', 0.2664887309074402, (118.13949584960938, 623.9220581054688, 82.26374816894531, 103.34928894042969))","('face', 0.25241419672966003, (1267.63623046875, 125.41796112060547, 26.96892738342285, 110.20110321044922))"
"('face', 0.9933737516403198, (369.1939697265625, 319.1002502441406, 83.84530639648438, 101.03534698486328))","('map', 0.9827503561973572, (1017.0606689453125, 250.13514709472656, 181.907958984375, 227.83937072753906))","('key', 0.7076705694198608, (662.0245971679688, 154.88790893554688, 111.97429656982422, 48.252140045166016))","('dice', 0.6917197108268738, (370.1580505371094, 124.5462417602539, 65.25098419189453, 104.95117950439453))","('ball', 0.2649323642253876, (117.62561798095703, 624.3052368164062, 83.35546875, 103.2799301147461))","('face', 0.2553793489933014, (1267.627197265625, 125.51519775390625, 26.473142623901367, 110.57841491699219))"
"('face', 0.9929472208023071, (369.00152587890625, 319.6689453125, 84.48228454589844, 100.23684692382812))","('map', 0.9867187142372131, (1016.9546508789062, 250.13601684570312, 182.21908569335938, 228.3405303955078))","('key', 0.7152358293533325, (661.7515869140625, 155.03443908691406, 110.2921371459961, 48.190330505371094))","('dice', 0.7145519256591797, (369.8135681152344, 124.4430923461914, 65.44242858886719, 105.48419952392578))","('face', 0.2598598003387451, (1267.762451171875, 124.97445678710938, 26.267126083374023, 111.22823333740234))","('ball', 0.25288841128349304, (117.582763671875, 624.3505249023438, 83.78392028808594, 105.11786651611328))"
"('face', 0.9917662143707275, (369.2016296386719, 320.3962097167969, 83.37581634521484, 100.46347045898438))","('map', 0.9852041602134705, (1016.9121704101562, 250.40333557128906, 185.26947021484375, 226.95111083984375))","('dice', 0.6782467365264893, (368.6737365722656, 125.0988540649414, 64.14533233642578, 104.50373077392578))","('key', 0.6116482615470886, (658.96435546875, 156.28326416015625, 127.8956527709961, 63.7610969543457))","('ball', 0.2883249521255493, (118.46625518798828, 624.9767456054688, 83.33511352539062, 104.70804595947266))"
"('face', 0.9916391372680664, (369.0346984863281, 320.6226806640625, 84.29685974121094, 99.03580474853516))","('map', 0.981939435005188, (1017.487060546875, 250.4191436767578, 186.44924926757812, 227.11740112304688))","('dice', 0.727110743522644, (369.2359924316406, 125.35102844238281, 63.70832824707031, 105.11786651611328))","('key', 0.6126448512077332, (658.544921875, 156.62176513671875, 127.9268798828125, 64.04191589355469))","('ball', 0.2915407121181488, (118.54170227050781, 625.348388671875, 82.5857162475586, 105.35551452636719))","('face', 0.2509385049343109, (1267.70849609375, 125.14899444580078, 26.65472984313965, 111.44568634033203))"
"('face', 0.9926102757453918, (369.0635986328125, 320.9969177246094, 84.58547973632812, 99.40824890136719))","('map', 0.9839045405387878, (1016.5634155273438, 251.62535095214844, 185.5410614013672, 225.79052734375))","('dice', 0.7208747863769531, (369.5361022949219, 125.45549774169922, 63.52195739746094, 104.86154174804688))","('key', 0.5594416856765747, (658.224365234375, 156.51771545410156, 126.43649291992188, 64.6703872680664))","('face', 0.27515435218811035, (1267.985595703125, 124.5179672241211, 27.153919219970703, 108.8109130859375))","('ball', 0.26640400290489197, (119.03113555908203, 625.3994140625, 82.00306701660156, 104.65055084228516))","('face', 0.2588910162448883, (1261.3094482421875, 127.06409454345703, 42.98110580444336, 168.39874267578125))"
"('face', 0.9927213191986084, (368.874755859375, 321.34637451171875, 85.041015625, 98.9874496459961))","('map', 0.9827577471733093, (1016.321533203125, 250.18624877929688, 185.13381958007812, 226.7295684814453))","('dice', 0.7570010423660278, (369.9749450683594, 125.65486145019531, 63.64614486694336, 105.32980346679688))","('key', 0.6049190759658813, (657.9227294921875, 156.72830200195312, 124.8110122680664, 64.5284423828125))","('face', 0.3057309687137604, (1267.75341796875, 124.15010070800781, 27.44718360900879, 110.039794921875))","('face', 0.26801246404647827, (1261.0767822265625, 126.79134368896484, 42.62580871582031, 166.031005859375))","('ball', 0.2679431140422821, (119.01360321044922, 625.5615844726562, 82.04312133789062, 104.98321533203125))"
"('face', 0.9931635856628418, (368.8968505859375, 321.014892578125, 85.10331726074219, 100.18791198730469))","('map', 0.9828851819038391, (1016.6478881835938, 251.1005096435547, 183.06631469726562, 223.86936950683594))","('dice', 0.7569988965988159, (370.1760559082031, 125.32997131347656, 64.36495208740234, 104.89354705810547))","('key', 0.6013579368591309, (658.322509765625, 156.734375, 127.75521850585938, 65.03455352783203))","('face', 0.31744492053985596, (1267.9500732421875, 124.09187316894531, 26.65472984313965, 112.1006088256836))","('face', 0.2867386043071747, (1261.439453125, 126.62287902832031, 41.496307373046875, 167.5784912109375))","('ball', 0.27404090762138367, (118.76850128173828, 625.3369140625, 82.96969604492188, 104.28709411621094))"
"('face', 0.9926123023033142, (369.0274353027344, 320.59295654296875, 84.33802795410156, 100.14511108398438))","('map', 0.9845139980316162, (1016.9546508789062, 249.861572265625, 183.02162170410156, 225.40496826171875))","('dice', 0.6917152404785156, (369.44891357421875, 125.48916625976562, 65.21913146972656, 103.17282104492188))","('key', 0.6255394816398621, (659.4994506835938, 155.96151733398438, 127.02434539794922, 63.09523391723633))","('face', 0.28779172897338867, (1267.490966796875, 124.12646484375, 25.78424072265625, 116.79407501220703))","('face', 0.2573900520801544, (1260.7801513671875, 126.67911529541016, 39.98462677001953, 173.65948486328125))"
"('face', 0.9933724403381348, (368.9781494140625, 320.3082580566406, 83.90673828125, 100.46347045898438))","('map', 0.9859896898269653, (1016.6162109375, 250.3938446044922, 182.085693359375, 225.57012939453125))","('dice', 0.7081246376037598, (369.51580810546875, 125.29962921142578, 64.99659729003906, 104.53562927246094))","('key', 0.6057425141334534, (661.9518432617188, 155.10260009765625, 110.64274597167969, 48.29928207397461))","('face', 0.2909989058971405, (1268.3541259765625, 124.5181884765625, 26.96892738342285, 111.71810150146484))","('ball', 0.2528342604637146, (118.54460144042969, 625.0231323242188, 83.80438232421875, 104.95117950439453))"
"('face', 0.9931615591049194, (369.7001647949219, 320.57647705078125, 83.88626098632812, 101.68492889404297))","('map', 0.9807963371276855, (1017.9161376953125, 249.36477661132812, 182.4862060546875, 225.84564208984375))","('dice', 0.7113454341888428, (369.70697021484375, 124.8738021850586, 66.0201416015625, 105.43270874023438))","('key', 0.6826597452163696, (662.3355102539062, 154.57498168945312, 111.42887878417969, 47.39690399169922))","('ball', 0.25884711742401123, (118.84428405761719, 624.32373046875, 83.35546875, 104.16622924804688))","('face', 0.25884267687797546, (1260.994140625, 126.56163024902344, 43.23368835449219, 163.6166229248047))","('face', 0.25833961367607117, (1267.8787841796875, 124.78025817871094, 27.716533660888672, 111.9911880493164))"
"('face', 0.9939603209495544, (369.3813781738281, 320.3680114746094, 83.57962036132812, 102.02685546875))","('map', 0.9854262471199036, (1018.48876953125, 248.4978485107422, 182.6645050048828, 224.85533142089844))","('dice', 0.6983448266983032, (370.0747375488281, 124.30755615234375, 65.34663391113281, 105.70333862304688))","('key', 0.613732099533081, (663.8660888671875, 154.68177795410156, 113.8765640258789, 48.3228759765625))"
"('face', 0.9944131970405579, (369.27545166015625, 320.1886291503906, 83.33511352539062, 101.03534698486328))","('map', 0.9823470115661621, (1017.5940551757812, 247.77395629882812, 183.11102294921875, 226.95111083984375))","('dice', 0.7113527655601501, (370.4519348144531, 123.52603912353516, 65.92350769042969, 105.97464752197266))","('key', 0.5670393705368042, (663.4041748046875, 153.50746154785156, 112.65982818603516, 49.30603790283203))"
"('face', 0.9945820569992065, (369.1360778808594, 320.0252990722656, 83.70213317871094, 100.56163024902344))","('map', 0.9843802452087402, (1017.744140625, 247.52964782714844, 181.33151245117188, 226.1767120361328))","('dice', 0.691725492477417, (370.9982604980469, 123.66976928710938, 65.4743881225586, 104.59307098388672))","('key', 0.6614217758178711, (661.1565551757812, 153.84725952148438, 128.94595336914062, 62.787899017333984))","('face', 0.26184138655662537, (1261.088134765625, 126.36573028564453, 40.10193634033203, 172.98245239257812))","('face', 0.2538689970970154, (1268.1180419921875, 123.59822845458984, 25.458969116210938, 119.3304672241211))"
"('face', 0.9951428174972534, (369.1897888183594, 319.76947021484375, 83.86577606201172, 101.23904418945312))","('map', 0.979812741279602, (1017.2948608398438, 247.23182678222656, 181.37579345703125, 224.91024780273438))","('dice', 0.7271335124969482, (370.57330322265625, 123.8650894165039, 65.92350769042969, 105.3876724243164))","('key', 0.6474549770355225, (661.2862548828125, 153.9881591796875, 127.44369506835938, 63.38859176635742))","('face', 0.267971932888031, (1261.4620361328125, 126.2108383178711, 40.18033981323242, 171.72012329101562))"
"('face', 0.9951422810554504, (369.1954345703125, 319.3799133300781, 83.62043762207031, 100.83820343017578))","('map', 0.9860785007476807, (1017.2415771484375, 247.21165466308594, 181.68603515625, 225.02008056640625))","('dice', 0.7049066424369812, (370.38897705078125, 123.6924819946289, 66.60295104980469, 104.54840087890625))","('key', 0.6138018369674683, (663.3157348632812, 153.24703979492188, 113.32188415527344, 49.2639274597168))","('face', 0.2803714871406555, (1260.75146484375, 126.1607894897461, 40.25889587402344, 172.47640991210938))"
"('face', 0.9947491884231567, (369.2213439941406, 319.6068420410156, 83.68170928955078, 100.96137237548828))","('map', 0.9843735694885254, (1017.5940551757812, 246.94956970214844, 182.97695922851562, 223.4871063232422))","('key', 0.7207402586936951, (661.5551147460938, 153.96315002441406, 127.20279693603516, 62.80323028564453))","('dice', 0.6917371153831482, (369.87811279296875, 123.11976623535156, 65.63443756103516, 105.90998077392578))","('face', 0.2756444811820984, (1260.840087890625, 126.30083465576172, 39.94559860229492, 170.0513153076172))"
"('face', 0.9945852756500244, (369.3547058105469, 319.22332763671875, 84.09130859375, 100.51253509521484))","('map', 0.9833847284317017, (1017.5298461914062, 247.49429321289062, 183.8276824951172, 222.670166015625))","('key', 0.7327528595924377, (661.0623779296875, 153.77793884277344, 126.668212890625, 62.86459732055664))","('dice', 0.7240054607391357, (370.2383117675781, 122.73348236083984, 65.4743881225586, 106.16886901855469))","('face', 0.2787529230117798, (1260.62255859375, 126.27918243408203, 37.70909118652344, 176.91175842285156))","('face', 0.2538641095161438, (1267.7713623046875, 124.05431365966797, 24.340612411499023, 126.77877044677734))"
"('face', 0.9948306083679199, (369.7842712402344, 319.2553405761719, 84.33802795410156, 101.76564025878906))","('map', 0.9774529933929443, (1018.120849609375, 247.37144470214844, 184.36703491210938, 220.56008911132812))","('key', 0.8066279888153076, (661.144775390625, 152.74937438964844, 124.8490982055664, 63.88575744628906))","('dice', 0.695057213306427, (371.5264892578125, 122.22454071044922, 65.12366485595703, 106.597412109375))","('face', 0.29623737931251526, (1260.8201904296875, 126.27084350585938, 38.30292510986328, 177.69091796875))"
"('face', 0.9942375421524048, (370.1797790527344, 319.0960388183594, 84.19402313232422, 100.07179260253906))","('map', 0.9783790707588196, (1018.6082763671875, 246.79855346679688, 184.68238830566406, 220.9373321533203))","('key', 0.7855724692344666, (661.337890625, 152.89833068847656, 124.89483642578125, 64.02628326416016))","('dice', 0.6324158310890198, (369.9869384765625, 121.9012680053711, 65.4743881225586, 107.10610961914062))","('face', 0.28167983889579773, (1261.2301025390625, 126.26084899902344, 38.75442886352539, 171.3850555419922))"
"('face', 0.9953604340553284, (370.3387756347656, 319.81134033203125, 83.88626098632812, 100.3837890625))","('map', 0.9841476082801819, (1019.559814453125, 247.27890014648438, 183.11102294921875, 221.7479248046875))","('key', 0.818033754825592, (661.8246459960938, 152.98348999023438, 125.4066162109375, 65.08219909667969))","('dice', 0.6539003849029541, (370.2060241699219, 121.93379974365234, 65.25098419189453, 107.80130767822266))"
"('face', 0.9940523505210876, (370.67962646484375, 319.699951171875, 84.48228454589844, 99.34152221679688))","('map', 0.9799726009368896, (1019.3729248046875, 246.8790740966797, 182.6199188232422, 222.34422302246094))","('key', 0.8159053921699524, (661.3910522460938, 152.71011352539062, 126.32849884033203, 65.14579010009766))","('dice', 0.636046826839447, (370.5088806152344, 122.57200622558594, 65.92350769042969, 107.57782745361328))"
"('face', 0.9937707185745239, (370.93548583984375, 319.15081787109375, 84.58547973632812, 98.49327087402344))","('map', 0.9852105975151062, (1020.7015991210938, 247.0704803466797, 184.7725830078125, 224.4165802001953))","('key', 0.7926872372627258, (662.3107299804688, 152.4093780517578, 127.17949676513672, 64.57572937011719))","('dice', 0.6503826379776001, (371.420654296875, 121.94355010986328, 66.4729995727539, 108.28929901123047))"
"('face', 0.9915080666542053, (371.0804748535156, 319.1542053222656, 85.41555786132812, 98.77320861816406))","('map', 0.9876052141189575, (1021.5880126953125, 246.80859375, 184.63729858398438, 224.14280700683594))","('key', 0.8314350247383118, (663.248046875, 152.39541625976562, 129.8780059814453, 66.1878433227539))","('dice', 0.6644558310508728, (371.8165588378906, 122.53068542480469, 66.1169204711914, 107.14533233642578))"
"('face', 0.9936721920967102, (371.6009216308594, 318.8660583496094, 85.18647003173828, 98.4842529296875))","('map', 0.9859759211540222, (1020.9475708007812, 247.10745239257812, 183.468994140625, 224.58102416992188))","('key', 0.8172948956489563, (663.9612426757812, 153.0955810546875, 129.1822967529297, 65.54462432861328))","('dice', 0.671393096446991, (374.0599060058594, 122.42015075683594, 65.63443756103516, 107.90663146972656))","('face', 0.264252245426178, (1268.824951171875, 125.6497573852539, 24.31685447692871, 123.72106170654297))"
"('face', 0.992017924785614, (371.92498779296875, 318.56597900390625, 84.97875213623047, 98.58950805664062))","('map', 0.9899362325668335, (1021.2279052734375, 247.26881408691406, 180.44827270507812, 223.5416717529297))","('key', 0.779818594455719, (663.7890014648438, 153.3690185546875, 129.00894165039062, 65.43270111083984))","('dice', 0.6609748005867004, (373.5580749511719, 122.7168960571289, 66.1815185546875, 108.64680480957031))","('face', 0.26579102873802185, (1268.7232666015625, 125.70014953613281, 24.723922729492188, 122.2796630859375))"
"('face', 0.9924951791763306, (371.9338684082031, 318.3150939941406, 84.75083923339844, 99.40824890136719))","('map', 0.9900980591773987, (1021.6217651367188, 247.66607666015625, 181.59732055664062, 223.5416717529297))","('key', 0.8210131525993347, (664.3126831054688, 152.86331176757812, 131.1845703125, 65.17760467529297))","('dice', 0.6679288744926453, (374.46295166015625, 122.59185791015625, 66.37569427490234, 108.85919952392578))","('face', 0.2703499495983124, (1268.3974609375, 124.8114242553711, 24.990942001342773, 118.69125366210938))"
"('map', 0.9927322864532471, (1022.073974609375, 246.70465087890625, 181.06610107421875, 223.86936950683594))","('face', 0.9926099181175232, (371.7110595703125, 317.55419921875, 85.51988220214844, 99.76077270507812))","('key', 0.8086331486701965, (664.7960205078125, 152.65353393554688, 131.312744140625, 64.46546173095703))","('dice', 0.7016273736953735, (374.5059814453125, 121.88176727294922, 66.2138442993164, 108.7529525756836))","('face', 0.2658080458641052, (1268.8333740234375, 124.85492706298828, 25.583587646484375, 119.3304672241211))"
"('face', 0.9926096796989441, (371.7957763671875, 317.702392578125, 84.97875213623047, 99.03277587890625))","('map', 0.9919049739837646, (1022.3236694335938, 246.37985229492188, 182.44168090820312, 225.7353973388672))","('key', 0.8558076024055481, (664.9559936523438, 151.25697326660156, 131.16856384277344, 63.419551849365234))","('dice', 0.7081212997436523, (375.63995361328125, 120.81779479980469, 66.14920806884766, 110.20964813232422))","('face', 0.2673163414001465, (1268.78271484375, 124.0340805053711, 25.015357971191406, 120.20767974853516))"
"('map', 0.9926270246505737, (1023.0419311523438, 246.3731689453125, 182.79833984375, 226.7295684814453))","('face', 0.9924971461296082, (371.75860595703125, 317.59417724609375, 85.10331726074219, 99.03580474853516))","('key', 0.8332093954086304, (664.7006225585938, 151.50306701660156, 132.39112854003906, 63.37311553955078))","('dice', 0.7113549113273621, (375.8021240234375, 120.78968811035156, 66.73316192626953, 107.63036346435547))","('face', 0.259562611579895, (1268.7232666015625, 123.67979431152344, 24.91783332824707, 119.79751586914062))"
"('face', 0.992947518825531, (371.6381530761719, 317.6754150390625, 85.14488983154297, 99.74251556396484))","('map', 0.991051197052002, (1023.1334838867188, 246.3397216796875, 184.18707275390625, 227.2283172607422))","('key', 0.830299437046051, (664.9371948242188, 151.80027770996094, 130.6252899169922, 62.9106559753418))","('dice', 0.6883931159973145, (376.5597229003906, 121.47503662109375, 68.58307647705078, 106.85798645019531))","('face', 0.2597392499446869, (1268.799560546875, 123.91433715820312, 25.434120178222656, 118.34403991699219))"
"('face', 0.9928390979766846, (372.13555908203125, 318.0199890136719, 84.70947265625, 101.03534698486328))","('map', 0.989220142364502, (1023.213623046875, 247.46905517578125, 184.68238830566406, 226.397705078125))","('key', 0.8116912245750427, (665.2657470703125, 151.84564208984375, 131.48919677734375, 64.87596893310547))","('dice', 0.681659460067749, (376.8271179199219, 121.76988220214844, 67.75096893310547, 105.3426513671875))","('face', 0.25976333022117615, (1268.87548828125, 123.55535888671875, 25.186948776245117, 118.22852325439453))"
"('face', 0.9939610362052917, (372.9615478515625, 318.44342041015625, 83.92723083496094, 100.80127716064453))","('map', 0.9883568286895752, (1023.6268310546875, 247.5431365966797, 185.63168334960938, 226.23194885253906))","('key', 0.8267025351524353, (664.7130126953125, 152.21383666992188, 129.7353973388672, 65.17760467529297))","('dice', 0.6950603127479553, (376.5870666503906, 121.87202453613281, 65.66648864746094, 107.06689453125))"
"('face', 0.9945853352546692, (372.6939392089844, 318.6639709472656, 83.92723083496094, 101.47413635253906))","('map', 0.9887999296188354, (1023.5808715820312, 247.24526977539062, 186.31271362304688, 227.83937072753906))","('key', 0.8210130333900452, (665.0127563476562, 152.93333435058594, 130.4659423828125, 65.49662780761719))","('dice', 0.6816564798355103, (376.47198486328125, 122.20486450195312, 66.14920806884766, 105.62593841552734))"
"('face', 0.994236409664154, (372.76165771484375, 318.6329345703125, 84.19402313232422, 100.18179321289062))","('map', 0.9877119064331055, (1023.5464477539062, 247.77224731445312, 184.59222412109375, 226.01112365722656))","('key', 0.8159487843513489, (664.6961059570312, 153.01722717285156, 130.60934448242188, 65.64070129394531))","('dice', 0.6360505819320679, (375.7965393066406, 122.37568664550781, 66.4405517578125, 106.46736907958984))"
"('face', 0.9942358732223511, (372.3545837402344, 318.51483154296875, 84.35862731933594, 100.64144897460938))","('map', 0.9900204539299011, (1022.3690795898438, 246.8623046875, 183.2899169921875, 225.6802978515625))","('key', 0.8077467083930969, (664.5901489257812, 152.97422790527344, 130.43409729003906, 65.01866912841797))","('dice', 0.6574512124061584, (375.6119384765625, 122.66304016113281, 67.28941345214844, 106.18183135986328))"
"('face', 0.9946660995483398, (372.4166564941406, 318.39111328125, 84.46166229248047, 100.45732879638672))","('map', 0.9902461767196655, (1022.6878662109375, 246.6778564453125, 185.08863830566406, 223.4871063232422))","('key', 0.8294483423233032, (664.83056640625, 152.526611328125, 132.05218505859375, 65.57662963867188))","('dice', 0.6644555330276489, (375.23480224609375, 122.507568359375, 65.92350769042969, 108.35541534423828))"
"('face', 0.9949094653129578, (372.5082092285156, 318.19671630859375, 84.77153778076172, 100.50639343261719))","('map', 0.9922688007354736, (1023.1907958984375, 246.27285766601562, 183.8276824951172, 227.7281494140625))","('key', 0.8214706778526306, (664.948486328125, 152.215576171875, 130.97657775878906, 65.57662963867188))","('dice', 0.6816449165344238, (375.4940490722656, 122.25570678710938, 67.12532806396484, 107.1584243774414))","('face', 0.2892887592315674, (1268.5526123046875, 123.21581268310547, 25.3349609375, 118.57540893554688))"
"('face', 0.9946655631065369, (373.00555419921875, 317.97711181640625, 84.89579772949219, 99.08719635009766))","('map', 0.9911160469055176, (1023.0304565429688, 246.23277282714844, 184.00729370117188, 226.95111083984375))","('key', 0.8355240821838379, (664.7002563476562, 151.80850219726562, 130.6412353515625, 64.9393539428711))","('dice', 0.7081224322319031, (377.40948486328125, 121.72135925292969, 66.7005844116211, 107.709228515625))","('face', 0.26428693532943726, (1268.4925537109375, 123.40091705322266, 25.260847091674805, 117.99783325195312))"
"('face', 0.9945840239524841, (372.9292297363281, 317.982177734375, 84.46166229248047, 99.97411346435547))","('map', 0.9915249943733215, (1023.3971557617188, 246.56394958496094, 185.76768493652344, 227.4503173828125))","('key', 0.848541259765625, (664.6739501953125, 151.7469024658203, 130.10015869140625, 63.31126022338867))","('dice', 0.7048775553703308, (377.0007019042969, 121.82498168945312, 67.28941345214844, 106.45437622070312))","('face', 0.26279568672180176, (1268.646728515625, 124.69295501708984, 24.675682067871094, 121.74348449707031))"
"('face', 0.994666576385498, (372.4609375, 317.8402099609375, 84.68879699707031, 100.3102798461914))","('map', 0.9906277656555176, (1024.2958984375, 246.53378295898438, 186.76815795898438, 225.57012939453125))","('key', 0.8396710753440857, (664.5073852539062, 151.32464599609375, 130.2431640625, 62.55838394165039))","('dice', 0.6950337290763855, (377.35595703125, 120.91177368164062, 65.9879150390625, 107.18457794189453))"
"('face', 0.9912394881248474, (372.9292297363281, 317.93133544921875, 84.97875213623047, 101.15258026123047))","('map', 0.9893129467964172, (1024.6666259765625, 246.70130920410156, 189.75563049316406, 226.84031677246094))","('key', 0.7961657643318176, (664.6221313476562, 151.37384033203125, 129.68789672851562, 63.34217834472656))","('dice', 0.7016351222991943, (378.1701354980469, 120.62169647216797, 67.6187744140625, 107.0146255493164))","('face', 0.25820860266685486, (1268.7742919921875, 124.44795227050781, 24.364395141601562, 121.68405151367188))"
"('map', 0.9892305135726929, (1025.3004150390625, 246.86898803710938, 190.0802001953125, 226.618896484375))","('face', 0.9873121380805969, (373.24871826171875, 318.3316345214844, 84.93727111816406, 101.73458862304688))","('key', 0.7454081177711487, (664.6727905273438, 151.17886352539062, 128.4275665283203, 63.85456848144531))","('dice', 0.6748154163360596, (379.08380126953125, 119.84335327148438, 67.45388793945312, 105.96170806884766))","('face', 0.28924861550331116, (1268.0386962890625, 124.8069839477539, 25.759071350097656, 113.14543914794922))"
"('map', 0.9897206425666809, (1026.4942626953125, 246.4032745361328, 185.49575805664062, 228.0063018798828))","('face', 0.9878831505775452, (374.01654052734375, 318.68572998046875, 84.4204330444336, 102.68907928466797))","('key', 0.7952418923377991, (665.6220703125, 151.17886352539062, 127.00885009765625, 63.870155334472656))","('dice', 0.6140792369842529, (379.0887756347656, 119.73052978515625, 67.28941345214844, 105.80661010742188))","('face', 0.28765976428985596, (1267.8876953125, 124.94005584716797, 25.83464813232422, 111.55457305908203))"
"('map', 0.990031898021698, (1025.4404296875, 246.28289794921875, 184.09715270996094, 226.84031677246094))","('face', 0.9830009341239929, (375.35333251953125, 318.2874755859375, 84.23514556884766, 102.55127716064453))","('key', 0.8391116857528687, (667.401611328125, 150.32388305664062, 128.20828247070312, 64.62303924560547))","('dice', 0.6950564980506897, (380.37127685546875, 119.1976547241211, 65.18729400634766, 107.7486801147461))","('face', 0.28134408593177795, (1267.681396484375, 125.80677032470703, 26.70684051513672, 108.59859466552734))"
"('map', 0.9930728077888489, (1025.038330078125, 245.22171020507812, 182.04122924804688, 225.29493713378906))","('face', 0.9884313344955444, (375.58953857421875, 317.3436279296875, 82.74718475341797, 104.9896240234375))","('key', 0.8064237236976624, (667.7273559570312, 149.60008239746094, 131.52130126953125, 64.59149169921875))","('dice', 0.5991586446762085, (378.7076110839844, 118.82179260253906, 67.32227325439453, 105.57437896728516))"
