"('face', 0.9959937334060669, (483.4036865234375, 316.72076416015625, 64.00384521484375, 74.60221862792969))","('dice', 0.9081640243530273, (699.505859375, 98.6634521484375, 65.9879150390625, 108.43479919433594))","('ball', 0.3512326776981354, (356.2185974121094, 587.1229248046875, 95.20654296875, 83.0586929321289))"
"('face', 0.9968281388282776, (482.8570251464844, 317.5166931152344, 63.23501968383789, 75.48159790039062))","('dice', 0.9396251440048218, (698.6671142578125, 99.3685073852539, 68.0161361694336, 107.289306640625))","('ball', 0.32162728905677795, (350.9552307128906, 575.6975708007812, 89.974853515625, 85.45500183105469))","('key', 0.29845136404037476, (989.2366943359375, 142.9363250732422, 117.98130798339844, 70.33628845214844))"
"('face', 0.998161792755127, (481.6795349121094, 317.28314208984375, 65.49766540527344, 74.85763549804688))","('dice', 0.9523722529411316, (697.9656372070312, 98.67508697509766, 66.76575469970703, 110.68152618408203))","('key', 0.2761479318141937, (988.2052612304688, 143.4732666015625, 117.41021728515625, 70.18190002441406))"
"('face', 0.9967783689498901, (480.7657165527344, 317.1582336425781, 66.18888092041016, 77.1961669921875))","('dice', 0.8898332715034485, (697.6270751953125, 98.62350463867188, 67.9829330444336, 110.91144561767578))"
"('face', 0.9939041137695312, (479.8623962402344, 317.9755859375, 67.65106964111328, 78.3735580444336))","('dice', 0.9055759310722351, (696.5271606445312, 98.8030014038086, 67.91658020019531, 111.80863189697266))","('ball', 0.2901318371295929, (335.63665771484375, 574.4675903320312, 90.27188110351562, 83.3227310180664))"
"('face', 0.9939979910850525, (479.0133056640625, 317.91436767578125, 68.87177276611328, 76.40865325927734))","('dice', 0.8958280682563782, (695.7067260742188, 99.63932037353516, 69.0029525756836, 107.56468963623047))","('ball', 0.27899953722953796, (333.86907958984375, 574.3694458007812, 90.53673553466797, 83.2464828491211))"
"('face', 0.9952461123466492, (477.509521484375, 317.6778869628906, 69.96488952636719, 76.0364761352539))","('dice', 0.8928799033164978, (695.1514282226562, 98.79637145996094, 67.68484497070312, 110.0080337524414))","('ball', 0.309812992811203, (332.17498779296875, 574.3643188476562, 90.13975524902344, 83.12969970703125))"
"('face', 0.9942713379859924, (475.8117370605469, 317.8351135253906, 68.8465576171875, 76.78265380859375))","('dice', 0.891376793384552, (694.91162109375, 97.72191619873047, 66.89628601074219, 112.2325439453125))","('ball', 0.30152246356010437, (331.2548828125, 574.218017578125, 91.22455596923828, 82.62890625))"
"('face', 0.9935135245323181, (475.4671936035156, 317.8739013671875, 67.31332397460938, 77.8396224975586))","('dice', 0.8097895383834839, (694.330810546875, 97.35504913330078, 64.36495208740234, 113.34776306152344))","('ball', 0.30152177810668945, (329.7569274902344, 574.5188598632812, 91.48103332519531, 82.60873413085938))"
"('face', 0.9939980506896973, (474.4358825683594, 317.2261047363281, 69.24691009521484, 75.9622573852539))","('dice', 0.8326913118362427, (694.1290893554688, 96.92682647705078, 65.15547180175781, 112.69931030273438))","('ball', 0.2949489653110504, (332.52569580078125, 588.3056030273438, 99.2774887084961, 79.75984954833984))"
"('face', 0.9935135245323181, (473.84259033203125, 317.293212890625, 68.3566665649414, 77.04554748535156))","('dice', 0.8024396300315857, (694.0350952148438, 97.6157455444336, 64.93315124511719, 114.11132049560547))","('ball', 0.29495829343795776, (332.5968017578125, 588.7338256835938, 100.27009582519531, 79.711181640625))"
"('face', 0.993308961391449, (473.62799072265625, 316.7274475097656, 68.14837646484375, 75.88810729980469))","('dice', 0.8024307489395142, (693.85205078125, 97.50315856933594, 64.64842987060547, 114.22281646728516))","('ball', 0.3098130524158478, (329.384521484375, 574.7767333984375, 92.70638275146484, 83.16014862060547))"
"('face', 0.9932043552398682, (473.5968322753906, 316.9574890136719, 69.86673736572266, 75.40792846679688))","('dice', 0.8348729014396667, (693.9678344726562, 97.06256866455078, 65.57036590576172, 115.21708679199219))","('ball', 0.30981215834617615, (329.374267578125, 574.8015747070312, 91.68226623535156, 83.64884185791016))"
"('face', 0.9923064708709717, (473.8932800292969, 317.529296875, 69.73041534423828, 76.14793395996094))","('dice', 0.7999599575996399, (693.5198364257812, 97.79937744140625, 65.31473541259766, 115.83759307861328))","('ball', 0.308145135641098, (328.7876892089844, 574.8660888671875, 91.6487045288086, 84.1969223022461))","('map', 0.2651721239089966, (1248.6641845703125, 262.8512878417969, 54.49262237548828, 177.95138549804688))"
"('face', 0.9916865229606628, (473.57421875, 317.8565979003906, 69.45855712890625, 75.26078033447266))","('dice', 0.7897481322288513, (693.6437377929688, 98.16231536865234, 65.95570373535156, 115.83759307861328))","('ball', 0.33367228507995605, (328.7509460449219, 574.8165283203125, 91.71585083007812, 84.4181900024414))","('map', 0.27923110127449036, (1249.75634765625, 239.80824279785156, 62.41511917114258, 182.5275421142578))","('key', 0.2756572961807251, (972.9915771484375, 142.60598754882812, 120.01492309570312, 63.792236328125))"
"('face', 0.9910170435905457, (473.5798645019531, 317.9506530761719, 68.77096557617188, 74.49301147460938))","('dice', 0.7569694519042969, (693.5968627929688, 99.83538055419922, 67.09255981445312, 115.47052764892578))","('map', 0.6562142968177795, (1249.7508544921875, 236.59786987304688, 64.93315124511719, 176.99815368652344))","('ball', 0.3371559977531433, (328.391845703125, 574.7566528320312, 91.07990264892578, 84.17123413085938))","('key', 0.30189093947410583, (973.9590454101562, 142.96571350097656, 123.3268051147461, 64.65460205078125))"
"('face', 0.9905899167060852, (473.00433349609375, 318.147216796875, 68.7625732421875, 73.66110229492188))","('dice', 0.7301937341690063, (693.4288940429688, 100.18390655517578, 65.92350769042969, 115.42825317382812))","('ball', 0.32162636518478394, (326.9215087890625, 574.8660888671875, 91.95126342773438, 83.8021469116211))","('map', 0.30436962842941284, (1246.4256591796875, 237.49954223632812, 64.74319458007812, 182.88438415527344))","('key', 0.2756830155849457, (972.1021728515625, 142.99896240234375, 123.73394775390625, 64.46546173095703))"
"('face', 0.985046923160553, (472.5614013671875, 318.17022705078125, 70.24729919433594, 74.42030334472656))","('dice', 0.7423437833786011, (693.2164916992188, 100.73052215576172, 64.05143737792969, 114.65587615966797))","('map', 0.34099504351615906, (1246.295654296875, 235.71145629882812, 63.45995330810547, 185.13055419921875))","('ball', 0.3284827172756195, (327.37274169921875, 575.2774047851562, 91.98493957519531, 84.5264663696289))"
"('face', 0.9908767938613892, (471.7068786621094, 318.295166015625, 70.00332641601562, 73.84115600585938))","('dice', 0.7453168034553528, (692.7434692382812, 100.11677551269531, 63.86405944824219, 116.47565460205078))","('map', 0.41421863436698914, (1245.13720703125, 236.65318298339844, 67.25656127929688, 177.25762939453125))","('ball', 0.28057414293289185, (326.62713623046875, 574.796630859375, 93.94815063476562, 83.6845932006836))"
"('face', 0.9883158802986145, (470.9692687988281, 317.4418640136719, 70.56098175048828, 72.53679656982422))","('dice', 0.727118194103241, (692.5208740234375, 99.82084655761719, 63.64614486694336, 118.88897705078125))","('map', 0.48410284519195557, (1245.9345703125, 235.22286987304688, 65.82701110839844, 176.30810546875))","('ball', 0.318227618932724, (326.01531982421875, 574.9105224609375, 94.80064392089844, 82.7348861694336))"
"('face', 0.9884950518608093, (470.2077941894531, 317.33599853515625, 69.47552490234375, 72.58995056152344))","('dice', 0.6748219728469849, (692.3798828125, 100.3969955444336, 64.80644989013672, 117.57562255859375))","('map', 0.392278790473938, (1245.649169921875, 236.3660888671875, 68.1823959350586, 175.79234313964844))","('ball', 0.3064824938774109, (324.958984375, 575.0279541015625, 93.44490051269531, 83.21092224121094))"
"('face', 0.9867808222770691, (469.3420104980469, 317.2713928222656, 69.73041534423828, 72.27164459228516))","('dice', 0.6644611358642578, (679.4440307617188, 98.16398620605469, 64.90145111083984, 115.80931854248047))","('map', 0.3168852627277374, (1245.26171875, 234.10565185546875, 66.83099365234375, 176.39422607421875))","('ball', 0.303171306848526, (324.4494934082031, 575.0425415039062, 92.74034118652344, 84.09420776367188))"
"('face', 0.9838516116142273, (467.28997802734375, 317.9591064453125, 69.41194152832031, 73.12356567382812))","('dice', 0.7302277684211731, (679.6340942382812, 98.50519561767578, 63.80172348022461, 113.47235107421875))","('map', 0.39265844225883484, (1245.7152099609375, 235.19656372070312, 65.60240173339844, 176.65280151367188))","('ball', 0.29988086223602295, (323.7953186035156, 575.3528442382812, 95.10200500488281, 83.21600341796875))","('key', 0.2657809555530548, (971.4908447265625, 132.70729064941406, 106.22239685058594, 53.957435607910156))"
"('face', 0.9869831800460815, (466.6654968261719, 317.0494079589844, 69.5688705444336, 72.4129409790039))","('dice', 0.7302079796791077, (679.2977905273438, 99.5872802734375, 64.9648666381836, 113.72196197509766))","('map', 0.4044150710105896, (1245.311767578125, 236.0570526123047, 65.82701110839844, 178.5606689453125))","('ball', 0.29988062381744385, (325.4726867675781, 575.05224609375, 94.41952514648438, 82.84099578857422))","('key', 0.28935515880584717, (970.6326293945312, 132.97842407226562, 104.780029296875, 53.06257629394531))"
