"('dice', 0.8119954466819763, (743.4906005859375, 206.46363830566406, 67.48683166503906, 124.56417083740234))","('face', 0.6177612543106079, (298.9615783691406, 457.7977294921875, 85.33218383789062, 93.8897705078125))","('key', 0.43507081270217896, (1025.656005859375, 237.49293518066406, 122.63623046875, 75.4598159790039))"
"('dice', 0.7791000008583069, (743.8451538085938, 207.64503479003906, 68.08259582519531, 122.78277587890625))","('face', 0.6103599667549133, (299.04010009765625, 458.5818786621094, 84.97875213623047, 94.13434600830078))","('key', 0.5139871835708618, (1025.185546875, 238.05043029785156, 125.78223419189453, 74.4624252319336))"
"('dice', 0.7422115206718445, (744.1966552734375, 207.473388671875, 67.8171615600586, 123.80620574951172))","('face', 0.5398557186126709, (299.4134216308594, 458.9603271484375, 84.17346954345703, 94.34358215332031))","('key', 0.4617568254470825, (1024.924560546875, 238.18038940429688, 124.75007629394531, 76.08879852294922))"
"('dice', 0.7330706715583801, (744.3366088867188, 208.29559326171875, 68.3824462890625, 123.2031478881836))","('face', 0.49113279581069946, (299.8528137207031, 459.5172119140625, 83.49803924560547, 96.63835906982422))","('key', 0.40697816014289856, (1025.303466796875, 238.9691619873047, 126.42105865478516, 76.3399887084961))"
"('dice', 0.7896170616149902, (743.3857421875, 207.90025329589844, 69.07037353515625, 126.27889251708984))","('face', 0.5688068270683289, (299.2295227050781, 459.7286071777344, 85.207275390625, 94.74173736572266))","('key', 0.45558983087539673, (1025.129638671875, 238.7219696044922, 125.74385833740234, 75.69969177246094))"
"('dice', 0.723892867565155, (744.1326293945312, 208.4228973388672, 69.59510040283203, 125.57178497314453))","('face', 0.5916392803192139, (298.91650390625, 462.0201721191406, 84.33802795410156, 96.86275482177734))","('key', 0.46032994985580444, (1024.953125, 238.8331756591797, 125.88975524902344, 74.73561096191406))"
"('dice', 0.7207852602005005, (744.0740356445312, 208.9742889404297, 69.96990966796875, 125.510498046875))","('face', 0.5379268527030945, (298.91650390625, 463.0774230957031, 84.81293487548828, 97.64331817626953))","('key', 0.4300115406513214, (1024.234375, 238.89016723632812, 127.82542419433594, 74.66266632080078))"
"('dice', 0.736151397228241, (743.5974731445312, 208.52146911621094, 69.05351257324219, 126.927978515625))","('face', 0.4891727864742279, (298.8656311035156, 462.43829345703125, 84.4410400390625, 96.31449890136719))","('key', 0.4230468273162842, (1024.414306640625, 238.7315216064453, 125.74385833740234, 74.8360366821289))"
"('dice', 0.7238388657569885, (743.4994506835938, 208.79981994628906, 70.20947265625, 125.63311767578125))","('key', 0.44668540358543396, (1024.1585693359375, 239.42520141601562, 124.99397277832031, 73.75679779052734))","('face', 0.38021546602249146, (299.14727783203125, 462.3727111816406, 81.6036376953125, 94.96318054199219))"
"('dice', 0.6608568429946899, (743.6971435546875, 209.50747680664062, 70.26091766357422, 125.35737609863281))","('key', 0.42933642864227295, (1023.5997924804688, 240.1063995361328, 123.97584533691406, 75.70893096923828))","('face', 0.35838964581489563, (298.8592834472656, 462.5233459472656, 80.59387969970703, 94.33853912353516))"
"('dice', 0.6573430895805359, (744.1867065429688, 209.92263793945312, 69.78225708007812, 124.68587493896484))","('face', 0.41198158264160156, (299.32049560546875, 462.4723205566406, 78.22877502441406, 97.35173034667969))","('key', 0.40646910667419434, (1023.8510131835938, 240.3408203125, 127.84882354736328, 74.2627182006836))"
"('dice', 0.6322974562644958, (744.4537963867188, 209.8929901123047, 69.35763549804688, 124.53376007080078))","('key', 0.42924124002456665, (1023.0341186523438, 240.9111785888672, 125.29949951171875, 75.33096313476562))","('face', 0.3987989127635956, (299.2364807128906, 462.326904296875, 77.46854400634766, 95.63060760498047))"
"('dice', 0.6502622961997986, (744.025634765625, 209.626953125, 68.1823959350586, 125.755859375))","('key', 0.3892861008644104, (1023.050537109375, 241.3861541748047, 128.192626953125, 74.94573974609375))","('face', 0.3047981262207031, (298.6271057128906, 462.1046447753906, 79.42191314697266, 92.17920684814453))"
"('dice', 0.628685474395752, (744.122802734375, 210.29949951171875, 70.41546630859375, 123.68535614013672))","('key', 0.3795604109764099, (1023.6156616210938, 240.47879028320312, 127.49816131591797, 74.63533020019531))"
"('dice', 0.6572596430778503, (744.28125, 209.7262725830078, 68.7843017578125, 124.80769348144531))","('key', 0.4062362015247345, (1023.4564819335938, 241.00465393066406, 128.18479919433594, 75.70893096923828))"
"('dice', 0.632270872592926, (744.28125, 209.76925659179688, 69.68010711669922, 124.96013641357422))","('key', 0.45955774188041687, (1024.1357421875, 241.5281219482422, 128.2395782470703, 74.99149322509766))"
"('dice', 0.6607372760772705, (744.1620483398438, 209.40606689453125, 69.73116302490234, 126.4331283569336))","('key', 0.43152379989624023, (1023.7730712890625, 240.8285369873047, 128.45892333984375, 74.35343170166016))","('face', 0.3047920763492584, (292.1082763671875, 464.06219482421875, 80.26007843017578, 93.36652374267578))"
"('dice', 0.6848071813583374, (743.9490356445312, 209.9539031982422, 68.70038604736328, 127.33146667480469))","('key', 0.3859228193759918, (1023.3761596679688, 240.2965545654297, 124.80339050292969, 75.50588989257812))"
"('dice', 0.7452347874641418, (743.3771362304688, 210.97230529785156, 68.24901580810547, 128.5182647705078))","('key', 0.4163375496864319, (1024.0517578125, 240.66476440429688, 123.59808349609375, 74.1811752319336))"
"('dice', 0.7144266366958618, (743.1652221679688, 211.4152374267578, 67.45388793945312, 128.42416381835938))","('key', 0.38363879919052124, (1023.702392578125, 241.03005981445312, 124.52946472167969, 75.88473510742188))"
"('dice', 0.7569133043289185, (742.8276977539062, 211.65235900878906, 67.6187744140625, 127.51811981201172))","('key', 0.363478422164917, (1022.9016723632812, 241.24818420410156, 123.9682846069336, 77.7317123413086))"
"('dice', 0.7300618290901184, (743.0016479492188, 211.51223754882812, 66.7005844116211, 128.7380828857422))","('key', 0.3919062614440918, (1022.6925048828125, 241.22039794921875, 125.09319305419922, 76.70429229736328))"
"('dice', 0.6949090361595154, (742.9218139648438, 211.72982788085938, 67.85028839111328, 127.36255645751953))","('key', 0.3466190695762634, (1023.29541015625, 241.237060546875, 125.1924819946289, 77.0703353881836))"
"('dice', 0.691617488861084, (742.985595703125, 211.4966278076172, 69.32377624511719, 126.15563201904297))","('key', 0.3852597773075104, (1023.3116455078125, 241.56063842773438, 125.55213165283203, 76.57332611083984))"
"('dice', 0.6949856877326965, (743.21533203125, 211.06784057617188, 68.70038604736328, 127.11404418945312))","('key', 0.3805586099624634, (1022.6079711914062, 241.61740112304688, 126.16667938232422, 74.89086151123047))"
"('dice', 0.6467443108558655, (743.570556640625, 211.02011108398438, 69.81633758544922, 124.8991470336914))","('key', 0.4150126278400421, (1022.030517578125, 241.1339569091797, 126.16667938232422, 74.92744445800781))"
"('dice', 0.6431639194488525, (743.181884765625, 211.40267944335938, 71.69918823242188, 126.49488830566406))","('key', 0.4413670003414154, (1021.7654418945312, 241.86813354492188, 127.18726348876953, 76.1817398071289))"
"('dice', 0.6609229445457458, (743.0097045898438, 211.61509704589844, 71.47198486328125, 126.27889251708984))","('key', 0.4812958538532257, (1022.48046875, 242.36363220214844, 127.97373962402344, 75.4045639038086))"
"('dice', 0.6609089374542236, (742.4903564453125, 211.70506286621094, 71.97981262207031, 126.3097152709961))","('key', 0.5130040645599365, (1022.742919921875, 242.36363220214844, 125.16956329345703, 75.23906707763672))"
"('dice', 0.6850326657295227, (726.5667724609375, 211.11549377441406, 68.6836166381836, 125.05169677734375))","('key', 0.4924130439758301, (1021.7742309570312, 242.43899536132812, 126.22830200195312, 76.9293441772461))"
"('dice', 0.7016419172286987, (726.7855834960938, 210.949951171875, 68.44925689697266, 125.510498046875))","('key', 0.4783903956413269, (1021.4600830078125, 242.7397003173828, 123.70375061035156, 77.94075012207031))"
