"('face', 0.9928351044654846, (366.9871520996094, 287.3100891113281, 82.38433837890625, 117.28892517089844))","('map', 0.9878920316696167, (1087.3994140625, 205.48289489746094, 187.7281494140625, 219.1644744873047))","('key', 0.5582598447799683, (728.03173828125, 96.55876159667969, 130.1954803466797, 64.35538482666016))","('dice', 0.3967587649822235, (449.235595703125, 67.40364837646484, 65.89132690429688, 103.50711059570312))"
"('face', 0.9928284883499146, (367.4168701171875, 288.27197265625, 84.19402313232422, 116.63217163085938))","('map', 0.9866270422935486, (1087.5220947265625, 205.59400939941406, 186.99627685546875, 219.00401306152344))","('key', 0.5763316750526428, (729.489990234375, 97.859130859375, 130.73696899414062, 63.652225494384766))","('dice', 0.385562002658844, (449.49810791015625, 67.2403335571289, 65.79487609863281, 102.45117950439453))"
"('face', 0.9910970330238342, (367.3003845214844, 288.88897705078125, 83.01022338867188, 117.18875122070312))","('map', 0.9809603095054626, (1087.6396484375, 206.65821838378906, 184.68238830566406, 217.56512451171875))","('key', 0.5487805008888245, (729.0892333984375, 98.7614974975586, 130.38633728027344, 65.1298828125))","('dice', 0.40055814385414124, (449.5968933105469, 68.38655853271484, 66.08464813232422, 102.27000427246094))","('ball', 0.2589687407016754, (170.00746154785156, 569.843505859375, 89.88702392578125, 91.1497802734375))"
"('face', 0.9880585074424744, (368.0470275878906, 289.0451965332031, 82.20352172851562, 116.00740814208984))","('map', 0.9844019412994385, (1087.43994140625, 207.838134765625, 185.81304931640625, 218.36334228515625))","('key', 0.4832063615322113, (728.3727416992188, 98.59020233154297, 131.61767578125, 65.89761352539062))","('dice', 0.4290786683559418, (450.7704162597656, 69.10706329345703, 64.36495208740234, 102.62642669677734))","('ball', 0.27426496148109436, (170.34146118164062, 569.8352661132812, 91.11326599121094, 90.70718383789062))"
"('face', 0.9866998195648193, (368.2254333496094, 289.3814392089844, 81.0477066040039, 116.03572845458984))","('map', 0.9841578006744385, (1087.5220947265625, 208.53079223632812, 186.6313934326172, 217.88406372070312))","('dice', 0.456040620803833, (450.5263977050781, 69.6568374633789, 63.05841064453125, 104.27437591552734))","('key', 0.43524494767189026, (727.7234497070312, 99.98686218261719, 132.3103485107422, 66.93534851074219))","('ball', 0.2965714931488037, (170.57003784179688, 569.790771484375, 90.30494689941406, 90.52881622314453))"
"('map', 0.9867289662361145, (1087.7950439453125, 209.3572540283203, 188.60098266601562, 215.60865783691406))","('face', 0.9858522415161133, (369.03375244140625, 290.4629821777344, 80.02528381347656, 117.53257751464844))","('dice', 0.5281409025192261, (449.9182434082031, 70.1777572631836, 63.3670654296875, 104.38261413574219))","('key', 0.39361172914505005, (728.8799438476562, 100.22538757324219, 134.31192016601562, 65.64070129394531))","('ball', 0.30148354172706604, (171.90509033203125, 569.9324951171875, 90.43732452392578, 90.1043472290039))"
"('face', 0.9905320405960083, (369.3663330078125, 290.3276672363281, 79.84963989257812, 116.84591674804688))","('map', 0.9866140484809875, (1088.6607666015625, 209.9407196044922, 185.58636474609375, 214.92544555664062))","('dice', 0.43867629766464233, (451.3448486328125, 70.50772857666016, 63.398014068603516, 104.24891662597656))","('key', 0.36067941784858704, (730.1641235351562, 100.76487731933594, 133.9517059326172, 65.89761352539062))","('ball', 0.28369107842445374, (171.7137451171875, 570.0557861328125, 90.05176544189453, 90.47771453857422))"
"('face', 0.9935733675956726, (369.75347900390625, 289.5824890136719, 80.8500747680664, 115.40007019042969))","('map', 0.9870063066482544, (1088.934326171875, 211.20220947265625, 183.2899169921875, 217.24667358398438))","('dice', 0.44442832469940186, (451.91754150390625, 71.1023941040039, 62.751258850097656, 104.75279235839844))","('key', 0.3879518508911133, (731.6753540039062, 101.91755676269531, 134.9364013671875, 65.1298828125))"
"('face', 0.9929473400115967, (370.155029296875, 289.8328552246094, 80.63323974609375, 116.87445068359375))","('map', 0.9863642454147339, (1089.164306640625, 211.4381866455078, 182.4862060546875, 215.66131591796875))","('dice', 0.43866491317749023, (452.7996520996094, 70.52782440185547, 64.27073669433594, 103.63353729248047))","('key', 0.40264707803726196, (731.6981201171875, 101.4345474243164, 135.21670532226562, 64.84429931640625))","('ball', 0.25451838970184326, (172.3104705810547, 570.0442504882812, 89.42735290527344, 90.99414825439453))"
"('face', 0.9924972057342529, (370.8068542480469, 289.7996520996094, 80.29928588867188, 118.45439910888672))","('map', 0.9829919934272766, (1088.7855224609375, 211.66995239257812, 183.3346710205078, 214.29672241210938))","('dice', 0.4793468415737152, (452.75396728515625, 70.0843505859375, 63.24342346191406, 105.22057342529297))","('key', 0.38449349999427795, (732.2850341796875, 101.21270751953125, 133.0066680908203, 64.7177734375))","('ball', 0.269634485244751, (172.0128173828125, 570.16552734375, 89.87605285644531, 91.0886001586914))"
"('face', 0.9930583238601685, (370.6466979980469, 289.6596984863281, 80.9488296508789, 116.91725158691406))","('map', 0.9865880012512207, (1089.14208984375, 211.4301300048828, 183.24517822265625, 215.45082092285156))","('dice', 0.45991870760917664, (451.9034118652344, 70.84290313720703, 63.212547302246094, 104.02009582519531))","('key', 0.4170837700366974, (732.1788330078125, 101.03777313232422, 133.78829956054688, 63.621150970458984))","('ball', 0.26049891114234924, (171.9861602783203, 570.3549194335938, 89.974853515625, 91.02191162109375))"
"('face', 0.9929483532905579, (370.6092529296875, 289.8736572265625, 80.81061553955078, 117.3032455444336))","('map', 0.9865833520889282, (1089.119873046875, 211.6779022216797, 181.6416778564453, 216.0301971435547))","('dice', 0.4852171540260315, (452.2918701171875, 70.73609924316406, 63.3670654296875, 104.29345703125))","('key', 0.39550191164016724, (732.4260864257812, 101.41035461425781, 135.3157958984375, 63.85456848144531))","('ball', 0.26352888345718384, (171.8074188232422, 570.2211303710938, 89.87605285644531, 90.90809631347656))"
"('face', 0.9924980401992798, (370.7035827636719, 290.46856689453125, 81.08729553222656, 116.84591674804688))","('map', 0.9901439547538757, (1089.0428466796875, 211.6064453125, 183.78280639648438, 217.4589385986328))","('dice', 0.48522913455963135, (452.08880615234375, 71.09575653076172, 63.428977966308594, 104.31893157958984))","('key', 0.35742759704589844, (731.623779296875, 101.67469787597656, 134.77178955078125, 64.81263732910156))"
"('face', 0.9920095801353455, (370.96539306640625, 291.8137512207031, 82.12327575683594, 117.64740753173828))","('map', 0.9908874034881592, (1089.2882080078125, 211.34918212890625, 184.18707275390625, 215.76666259765625))","('dice', 0.49694308638572693, (452.3065185546875, 70.88957214355469, 63.150848388671875, 104.42085266113281))","('key', 0.36338430643081665, (732.0925903320312, 101.63290405273438, 133.8536376953125, 65.92979431152344))","('ball', 0.25303077697753906, (172.50973510742188, 570.23095703125, 90.50358581542969, 89.95323944091797))"
"('face', 0.99326092004776, (370.7140808105469, 291.2307434082031, 82.50511169433594, 117.1601333618164))","('map', 0.9904617071151733, (1089.27685546875, 211.1775665283203, 181.81915283203125, 214.29672241210938))","('dice', 0.4988851249217987, (452.9144287109375, 71.32752990722656, 63.52195739746094, 104.93836975097656))","('key', 0.328787624835968, (732.1411743164062, 101.59400177001953, 133.31552124023438, 65.44867706298828))"
"('face', 0.9912347197532654, (371.3998107910156, 289.9422607421875, 83.23345184326172, 114.73988342285156))","('map', 0.9838870167732239, (1089.8814697265625, 211.56658935546875, 179.00030517578125, 216.61114501953125))","('dice', 0.5281346440315247, (452.4613037109375, 70.5579833984375, 62.2021484375, 104.35077667236328))","('key', 0.35179492831230164, (732.3375854492188, 101.39825439453125, 135.82882690429688, 64.62303924560547))","('ball', 0.25305595993995667, (172.54391479492188, 570.3678588867188, 91.33598327636719, 91.20682525634766))"
"('face', 0.9946601986885071, (372.265869140625, 289.19097900390625, 84.31744384765625, 113.63870239257812))","('map', 0.9897717833518982, (1090.261962890625, 211.73316955566406, 177.91110229492188, 222.88772583007812))","('dice', 0.5320233702659607, (453.069091796875, 70.41549682617188, 63.089210510253906, 103.26731872558594))","('key', 0.32096970081329346, (731.884033203125, 100.1231689453125, 137.90045166015625, 66.17168426513672))"
"('face', 0.9961430430412292, (372.62322998046875, 289.6169128417969, 83.47764587402344, 114.33441925048828))","('map', 0.9905974864959717, (1089.9935302734375, 211.20220947265625, 180.9777069091797, 224.5261993408203))","('dice', 0.566766083240509, (452.87603759765625, 70.45743560791016, 63.27431106567383, 103.07840728759766))","('key', 0.3142111897468567, (742.0775756835938, 100.2954330444336, 128.2552490234375, 69.17823028564453))"
"('face', 0.995768129825592, (374.0714111328125, 289.8135070800781, 84.0707778930664, 113.48621368408203))","('map', 0.9873126149177551, (1090.869873046875, 211.55859375, 177.30404663085938, 224.74557495117188))","('dice', 0.6027681827545166, (453.5599365234375, 70.82122039794922, 61.808563232421875, 104.00105285644531))","('key', 0.30114513635635376, (731.1080322265625, 100.56747436523438, 142.31263732910156, 66.33343505859375))"
"('face', 0.9961352348327637, (376.0691833496094, 290.5615539550781, 83.86577606201172, 113.97211456298828))","('map', 0.9838992357254028, (1091.0826416015625, 211.2432098388672, 181.95236206054688, 219.8611602783203))","('dice', 0.6949996948242188, (453.25701904296875, 70.93952178955078, 62.11109924316406, 103.1224594116211))","('key', 0.34557560086250305, (731.6409912109375, 102.01138305664062, 141.5157470703125, 66.30105590820312))"
"('face', 0.9949662685394287, (377.51092529296875, 291.3674621582031, 82.5857162475586, 114.64188385009766))","('map', 0.9904458522796631, (1091.8778076171875, 211.29222106933594, 183.42420959472656, 220.56008911132812))","('dice', 0.6949694156646729, (454.1434020996094, 71.52360534667969, 62.05047607421875, 102.94009399414062))","('key', 0.28810274600982666, (732.5744018554688, 102.2493667602539, 137.49703979492188, 67.42739868164062))"
"('face', 0.9952523708343506, (378.7689514160156, 292.5511779785156, 83.11161041259766, 114.76789093017578))","('map', 0.9911698698997498, (1092.490966796875, 212.45208740234375, 182.44168090820312, 218.68344116210938))","('dice', 0.6947720646858215, (454.54217529296875, 71.70730590820312, 62.05047607421875, 103.7474594116211))","('key', 0.3825017511844635, (741.8182983398438, 102.23207092285156, 127.467041015625, 68.80766296386719))"
"('face', 0.9947215914726257, (379.2898254394531, 293.5179443359375, 84.23514556884766, 113.62483215332031))","('map', 0.9934326410293579, (1093.8515625, 212.6505889892578, 175.83837890625, 223.4871063232422))","('dice', 0.6915397047996521, (455.6962585449219, 72.22373962402344, 61.59766387939453, 104.15351104736328))","('key', 0.3628431260585785, (742.177001953125, 101.91461181640625, 129.387451171875, 68.69017028808594))"
"('face', 0.9938302040100098, (379.83929443359375, 293.4854736328125, 82.8280258178711, 113.16802978515625))","('map', 0.9870228171348572, (1093.647216796875, 213.0370635986328, 176.31121826171875, 222.61581420898438))","('dice', 0.6847346425056458, (455.7330017089844, 72.01358032226562, 62.751258850097656, 102.67027282714844))","('key', 0.3278595805168152, (742.533935546875, 101.88223266601562, 128.67864990234375, 67.69129943847656))"
"('face', 0.9940067529678345, (380.3616943359375, 293.4708251953125, 82.34412384033203, 112.82319641113281))","('map', 0.9831337928771973, (1095.049072265625, 211.45433044433594, 176.74221801757812, 219.11099243164062))","('dice', 0.7238235473632812, (455.1275939941406, 71.45616149902344, 63.61507797241211, 102.14523315429688))","('key', 0.28281259536743164, (743.02587890625, 101.71045684814453, 129.2611541748047, 68.70694732666016))"
"('face', 0.9933961629867554, (380.8718566894531, 293.9052734375, 82.96969604492188, 112.42449951171875))","('map', 0.9876997470855713, (1095.131591796875, 212.03672790527344, 178.3024444580078, 222.61581420898438))","('dice', 0.7596767544746399, (455.2077941894531, 71.89334106445312, 62.35419845581055, 103.67782592773438))","('key', 0.34104037284851074, (743.140380859375, 101.0069351196289, 126.18978881835938, 69.29655456542969))"
"('face', 0.9921985864639282, (382.15277099609375, 293.13433837890625, 83.80438232421875, 111.41352081298828))","('map', 0.9902697801589966, (1096.5062255859375, 211.7174072265625, 172.6058349609375, 219.21798706054688))","('dice', 0.7737382054328918, (455.468505859375, 71.89496612548828, 62.690006256103516, 104.58030700683594))","('key', 0.34314441680908203, (743.6788940429688, 101.5760269165039, 126.57546997070312, 68.55614471435547))"
"('face', 0.9874182939529419, (385.227294921875, 292.92376708984375, 87.1640396118164, 110.31732177734375))","('map', 0.9794095754623413, (1097.23583984375, 212.1133575439453, 175.15283203125, 216.2412567138672))","('dice', 0.8168627619743347, (455.38720703125, 71.61064147949219, 62.62881851196289, 103.10986328125))","('key', 0.3609417676925659, (745.806640625, 102.29537200927734, 123.49251556396484, 67.39448547363281))"
"('face', 0.9864941239356995, (389.65032958984375, 294.4041748046875, 86.80302429199219, 111.04692077636719))","('map', 0.9856676459312439, (1098.55029296875, 211.73316955566406, 181.15451049804688, 219.4857635498047))","('dice', 0.8410170078277588, (457.5046081542969, 71.83306884765625, 64.42784118652344, 105.00885009765625))","('key', 0.3815660774707794, (748.3606567382812, 102.6891860961914, 120.6391830444336, 67.29583740234375))"
"('map', 0.9849951267242432, (1100.6422119140625, 210.39077758789062, 182.7091064453125, 216.6640167236328))","('face', 0.9556118845939636, (391.6223449707031, 294.4010314941406, 88.2884521484375, 112.27364349365234))","('dice', 0.8389984369277954, (461.2452697753906, 71.78411865234375, 63.89524841308594, 105.7420425415039))","('key', 0.38948509097099304, (750.23876953125, 103.24180603027344, 120.46994018554688, 66.90267944335938))","('ball', 0.2500293254852295, (207.906005859375, 572.2761840820312, 86.211669921875, 98.9451675415039))"
"('map', 0.9887166619300842, (1104.5927734375, 212.2500457763672, 181.81915283203125, 218.6300506591797))","('face', 0.9829536080360413, (396.2881774902344, 292.1867980957031, 82.04312133789062, 116.30516052246094))","('dice', 0.8532897233963013, (465.4263000488281, 72.22857666015625, 62.84324645996094, 106.71459197998047))","('ball', 0.4118438959121704, (211.4906005859375, 571.0869140625, 89.82121276855469, 95.02115631103516))","('key', 0.34921595454216003, (753.5348510742188, 102.71430206298828, 123.21395111083984, 67.90648651123047))"
"('face', 0.9927604794502258, (399.2016906738281, 293.0160217285156, 89.51473236083984, 115.82344818115234))","('map', 0.9823490381240845, (1107.0328369140625, 213.15585327148438, 180.71279907226562, 208.16038513183594))","('dice', 0.8987103700637817, (468.50177001953125, 71.54005432128906, 61.20790100097656, 107.2500228881836))","('ball', 0.44832348823547363, (211.08824157714844, 570.6353149414062, 89.6678466796875, 93.12200927734375))","('key', 0.37358009815216064, (757.029052734375, 103.29521942138672, 122.99604797363281, 65.1298828125))"
"('face', 0.9925797581672668, (401.75762939453125, 294.3000793457031, 88.23457336425781, 115.40007019042969))","('map', 0.9887147545814514, (1108.940185546875, 213.5575714111328, 179.87646484375, 217.2997283935547))","('dice', 0.8169316053390503, (469.2938232421875, 72.0541000366211, 64.71159362792969, 105.80661010742188))","('ball', 0.5145481824874878, (211.39564514160156, 571.1757202148438, 86.50684356689453, 94.81983184814453))","('key', 0.4981909394264221, (761.681884765625, 103.28988647460938, 126.15898132324219, 67.37803649902344))"
"('face', 0.9876580834388733, (408.0804138183594, 294.2811279296875, 88.6015396118164, 112.1503677368164))","('map', 0.9781061410903931, (1115.532958984375, 213.74253845214844, 178.82559204101562, 207.85568237304688))","('dice', 0.7541278600692749, (477.23565673828125, 71.20185089111328, 62.873939514160156, 103.87417602539062))","('ball', 0.5649645924568176, (213.45205688476562, 570.9307861328125, 85.81268310546875, 95.8702163696289))","('key', 0.48304444551467896, (767.5525512695312, 102.93560028076172, 129.46644592285156, 66.75582885742188))"
"('face', 0.9871024489402771, (415.3997802734375, 293.93572998046875, 83.43689727783203, 114.85198974609375))","('map', 0.9826239943504333, (1120.263916015625, 212.5554656982422, 184.68238830566406, 205.93624877929688))","('dice', 0.5991518497467041, (479.9668884277344, 70.07592010498047, 64.61686706542969, 106.45437622070312))","('key', 0.4530698359012604, (773.7440185546875, 103.59504699707031, 128.67864990234375, 67.06620788574219))","('ball', 0.3547362983226776, (215.7141876220703, 570.5140380859375, 86.50684356689453, 94.07907104492188))"
"('face', 0.9958871603012085, (422.4794921875, 292.4263916015625, 85.10331726074219, 113.30625915527344))","('map', 0.9872377514839172, (1126.15283203125, 214.29446411132812, 179.3502655029297, 217.14060974121094))","('dice', 0.5455375909805298, (499.05755615234375, 71.39519500732422, 61.148155212402344, 104.17259216308594))","('key', 0.42757028341293335, (779.7132568359375, 102.35841369628906, 129.16651916503906, 66.91901397705078))","('ball', 0.30973386764526367, (218.60694885253906, 570.041015625, 91.827880859375, 90.04388427734375))"
"('face', 0.9920582175254822, (433.4500427246094, 293.3650207519531, 87.74050903320312, 112.438232421875))","('map', 0.9785751700401306, (1134.657470703125, 213.6636962890625, 180.7569122314453, 213.7219696044922))","('dice', 0.7567606568336487, (503.91961669921875, 71.605712890625, 61.148155212402344, 106.16886901855469))","('key', 0.2796581983566284, (793.3242797851562, 102.90538787841797, 130.32269287109375, 69.49987030029297))"
"('face', 0.9834688901901245, (445.677734375, 292.3963623046875, 83.92723083496094, 118.64251708984375))","('map', 0.9785696268081665, (1144.2490234375, 214.9897003173828, 181.86354064941406, 205.18345642089844))","('dice', 0.8343709707260132, (509.3661193847656, 70.9728012084961, 62.23252868652344, 104.88713836669922))","('key', 0.29928797483444214, (801.5442504882812, 103.70864868164062, 121.19268798828125, 66.54429626464844))"
"('face', 0.9948133230209351, (452.96832275390625, 292.1759338378906, 92.14227294921875, 115.86588287353516))","('map', 0.9880093932151794, (1155.892822265625, 216.08438110351562, 179.83255004882812, 210.45989990234375))","('dice', 0.8348889350891113, (518.24462890625, 71.41497039794922, 63.77057647705078, 106.06523895263672))","('ball', 0.408200204372406, (260.8016357421875, 570.314208984375, 90.84671783447266, 92.99817657470703))"
"('face', 0.9936636686325073, (468.4747619628906, 291.4779052734375, 84.21458435058594, 113.93038177490234))","('map', 0.9904175400733948, (1168.6241455078125, 215.55380249023438, 177.52061462402344, 208.97508239746094))","('dice', 0.4696790277957916, (546.8107299804688, 71.90636444091797, 68.3824462890625, 105.96170806884766))","('ball', 0.37642568349838257, (264.47357177734375, 570.85400390625, 89.68972778320312, 93.7469711303711))","('key', 0.3104216456413269, (824.9576416015625, 103.94737243652344, 133.13662719726562, 63.823394775390625))"
"('face', 0.9904026389122009, (488.1714172363281, 292.88909912109375, 87.8476791381836, 110.80319213867188))","('map', 0.970946192741394, (1185.0025634765625, 217.05343627929688, 164.8223114013672, 211.54168701171875))","('dice', 0.7362110614776611, (553.9300537109375, 71.37870025634766, 62.44560241699219, 106.70156860351562))"
"('face', 0.9969388246536255, (499.73248291015625, 290.5256042480469, 91.29138946533203, 113.97211456298828))","('map', 0.9497296214103699, (1191.4808349609375, 229.60523986816406, 149.12283325195312, 218.1501922607422))","('dice', 0.7923400402069092, (564.2055053710938, 71.04594421386719, 62.080780029296875, 107.52530670166016))","('ball', 0.34046292304992676, (307.86700439453125, 570.5836181640625, 98.33670806884766, 96.37035369873047))","('key', 0.27162376046180725, (854.4415893554688, 103.32182312011719, 123.14628601074219, 66.85369873046875))"
"('face', 0.9958319067955017, (516.1285400390625, 289.75927734375, 85.10331726074219, 116.9886474609375))","('map', 0.9830902814865112, (1201.83251953125, 217.3876495361328, 154.15728759765625, 218.41665649414062))","('dice', 0.621475338935852, (575.8753051757812, 68.82740020751953, 63.73944854736328, 105.32337188720703))","('ball', 0.42528173327445984, (311.2135925292969, 569.7445068359375, 92.3787841796875, 94.76053619384766))"
"('face', 0.9945983290672302, (535.7916259765625, 288.9487609863281, 92.4013442993164, 113.513916015625))","('map', 0.9818878173828125, (1203.202392578125, 215.64698791503906, 147.5294952392578, 226.78494262695312))","('dice', 0.6608349680900574, (600.49951171875, 67.7217788696289, 63.45995330810547, 104.72083282470703))"
"('face', 0.9961264133453369, (548.2598876953125, 286.7941589355469, 92.49161529541016, 119.0487289428711))","('map', 0.9479060173034668, (1209.6387939453125, 214.16436767578125, 131.922119140625, 226.45298767089844))","('dice', 0.7509487271308899, (608.4478149414062, 65.91142272949219, 66.7005844116211, 101.12171173095703))"
"('face', 0.9972928762435913, (560.3834838867188, 286.4342956542969, 90.2608642578125, 117.67613983154297))","('map', 0.9530079960823059, (1213.8099365234375, 209.25108337402344, 111.48194885253906, 201.35018920898438))","('dice', 0.7393415570259094, (620.62255859375, 65.21849822998047, 68.85150146484375, 105.62593841552734))","('key', 0.2785995304584503, (908.4481201171875, 100.34944152832031, 123.57545471191406, 65.80115509033203))"
"('face', 0.9955552816390991, (573.1859130859375, 283.54156494140625, 87.14276123046875, 112.47940826416016))","('map', 0.7973583936691284, (1218.3922119140625, 211.26107788085938, 106.09396362304688, 195.91909790039062))","('dice', 0.4984164237976074, (645.0556030273438, 63.303993225097656, 67.94974517822266, 106.96238708496094))"
"('face', 0.9883089065551758, (587.9552001953125, 283.0997009277344, 92.6045913696289, 116.93153381347656))","('map', 0.8954836130142212, (1220.9364013671875, 212.5183563232422, 98.33670806884766, 209.1667022705078))","('dice', 0.5876666903495789, (649.4737548828125, 62.723941802978516, 68.61656951904297, 105.13069152832031))","('key', 0.28376734256744385, (926.6329956054688, 99.5644760131836, 130.5296630859375, 67.80708312988281))"
"('face', 0.9935105443000793, (595.6762084960938, 281.7843017578125, 88.87234497070312, 113.15422058105469))","('map', 0.820658266544342, (1223.09228515625, 210.8363494873047, 93.89083099365234, 191.19384765625))","('dice', 0.7947611212730408, (655.63037109375, 63.03079605102539, 67.85028839111328, 104.03280639648438))"
"('face', 0.9962030649185181, (602.8733520507812, 284.631591796875, 92.67243957519531, 114.66987609863281))","('dice', 0.781382143497467, (662.689453125, 63.781585693359375, 65.57036590576172, 106.9885025024414))","('map', 0.6017853617668152, (1236.3428955078125, 208.07656860351562, 74.48258209228516, 189.89129638671875))"
"('face', 0.9957021474838257, (612.337646484375, 283.75537109375, 88.11618041992188, 117.66177368164062))","('map', 0.843885064125061, (1237.5589599609375, 210.868408203125, 76.02583312988281, 193.16441345214844))","('dice', 0.7898069024085999, (670.8843383789062, 64.4260025024414, 71.00241088867188, 107.21076202392578))","('key', 0.31605154275894165, (952.215087890625, 101.28287506103516, 117.92012023925781, 67.70783233642578))"
"('face', 0.9963957071304321, (620.381103515625, 282.5468444824219, 92.52549743652344, 113.91647338867188))","('map', 0.9091255068778992, (1239.92578125, 208.8971710205078, 74.02935791015625, 190.54147338867188))","('dice', 0.6917446255683899, (677.899169921875, 61.74116134643555, 64.3963851928711, 109.16527557373047))","('ball', 0.3031216561794281, (406.66815185546875, 547.1143188476562, 100.25786590576172, 89.52601623535156))","('key', 0.30066490173339844, (959.4609375, 101.45869445800781, 119.91973876953125, 68.75728607177734))"
"('face', 0.9917259216308594, (629.4654541015625, 281.84326171875, 91.09101867675781, 119.82144165039062))","('map', 0.8918405771255493, (1242.3377685546875, 208.10191345214844, 70.39827728271484, 184.22879028320312))","('dice', 0.5604166388511658, (694.946044921875, 61.5518798828125, 65.9879150390625, 106.36344909667969))","('ball', 0.4327515959739685, (408.0113220214844, 547.841552734375, 98.63726806640625, 94.0474853515625))","('key', 0.2830268144607544, (966.2014770507812, 100.77423095703125, 118.71086120605469, 67.39448547363281))"
"('face', 0.9915620684623718, (636.3399658203125, 279.7987365722656, 94.16629791259766, 119.42716979980469))","('dice', 0.70795077085495, (696.551513671875, 59.97041702270508, 69.62908935546875, 103.17912292480469))","('map', 0.6415743827819824, (1244.07861328125, 208.94412231445312, 67.45388793945312, 183.15248107910156))","('ball', 0.5144580602645874, (409.3155212402344, 546.478271484375, 101.5635757446289, 90.80689239501953))","('key', 0.28383755683898926, (971.500244140625, 99.09980010986328, 103.20594024658203, 51.23575973510742))"
"('face', 0.9588192701339722, (642.0114135742188, 273.7368469238281, 85.89653015136719, 111.90422058105469))","('dice', 0.7332175374031067, (698.885009765625, 60.23408889770508, 70.60482788085938, 100.224609375))","('map', 0.46817195415496826, (1244.1451416015625, 208.05545043945312, 62.81256866455078, 188.3215789794922))","('ball', 0.4482588469982147, (410.0921936035156, 545.8440551757812, 104.56393432617188, 91.37815856933594))","('key', 0.2554095983505249, (977.2401123046875, 97.17973327636719, 103.86314392089844, 52.208045959472656))"
"('face', 0.9703026413917542, (643.09765625, 272.546630859375, 90.470458984375, 114.57192993164062))","('dice', 0.7239798307418823, (700.9906005859375, 59.24494934082031, 68.8851318359375, 102.21383666992188))","('map', 0.5418061017990112, (1245.649169921875, 209.1516876220703, 59.731658935546875, 188.41355895996094))","('ball', 0.5260688662528992, (411.91387939453125, 545.4439697265625, 101.72486877441406, 92.33475494384766))","('key', 0.3732641637325287, (977.8005981445312, 97.70001983642578, 123.95315551757812, 67.62522888183594))"
"('face', 0.9769948124885559, (644.508056640625, 272.63226318359375, 93.00109100341797, 113.55550384521484))","('dice', 0.6539087891578674, (702.2763061523438, 58.983455657958984, 68.2156982421875, 103.14764404296875))","('ball', 0.5454502105712891, (412.11541748046875, 545.2164306640625, 102.91141510009766, 92.48316955566406))","('map', 0.39809271693229675, (1246.00634765625, 207.51632690429688, 55.70322036743164, 196.01478576660156))","('key', 0.3354661464691162, (977.5621337890625, 97.05137634277344, 121.88256072998047, 67.6747817993164))"
"('face', 0.9813193678855896, (644.3274536132812, 272.43023681640625, 92.80829620361328, 111.76769256591797))","('dice', 0.6644628643989563, (702.1084594726562, 58.65180587768555, 68.14911651611328, 102.23255920410156))","('ball', 0.579965353012085, (411.7132873535156, 544.976806640625, 101.91130828857422, 92.17709350585938))","('key', 0.32494112849235535, (979.6436157226562, 95.8857421875, 103.48347473144531, 53.465694427490234))","('map', 0.30713939666748047, (1244.973876953125, 207.61947631835938, 52.558799743652344, 203.3261260986328))"
"('face', 0.9755349159240723, (643.9785766601562, 272.42657470703125, 91.2356948852539, 115.03438568115234))","('dice', 0.6812577843666077, (701.8226318359375, 52.48896408081055, 62.873939514160156, 103.23580932617188))","('ball', 0.5104118585586548, (411.2326354980469, 544.962158203125, 101.88643646240234, 91.65885162353516))","('map', 0.4505586624145508, (1245.2767333984375, 207.9697265625, 54.67919921875, 197.8417510986328))","('key', 0.3299732804298401, (978.4017944335938, 96.6867904663086, 119.0228271484375, 67.82363891601562))"
"('face', 0.9789572954177856, (642.8417358398438, 271.8188171386719, 90.58096313476562, 116.9600830078125))","('dice', 0.7205765247344971, (701.4242553710938, 52.242164611816406, 63.3670654296875, 105.07937622070312))","('ball', 0.5875898599624634, (410.89910888671875, 544.0498657226562, 101.7310791015625, 92.3953628540039))","('map', 0.3472461402416229, (1245.14208984375, 209.8896942138672, 55.62168502807617, 196.01478576660156))","('key', 0.2835237383842468, (977.5679931640625, 96.34098815917969, 119.55067443847656, 68.3555908203125))"
"('face', 0.9769111275672913, (642.0960083007812, 271.5068054199219, 87.76192474365234, 115.21708679199219))","('dice', 0.6915116310119629, (700.653076171875, 52.03514862060547, 62.35419845581055, 105.6517333984375))","('ball', 0.5647177696228027, (409.2275695800781, 544.2804565429688, 102.00465393066406, 91.56938171386719))","('key', 0.39050546288490295, (987.0984497070312, 98.37242889404297, 120.1431884765625, 68.50595092773438))","('map', 0.3470557630062103, (1246.052734375, 207.7500457763672, 59.556922912597656, 193.07009887695312))"
"('face', 0.9821820855140686, (641.7703247070312, 271.5068054199219, 87.44111633300781, 118.9470443725586))","('dice', 0.7653002142906189, (699.8839721679688, 51.93614959716797, 62.2933349609375, 105.57437896728516))","('ball', 0.5819111466407776, (407.9522705078125, 544.2651977539062, 101.22320556640625, 92.44084167480469))","('map', 0.5112757682800293, (1244.767578125, 207.22117614746094, 62.690006256103516, 196.781982421875))","('key', 0.3544575870037079, (977.7283325195312, 95.54609680175781, 98.62416076660156, 53.322303771972656))"
