"('face', 0.969817578792572, (637.2827758789062, 299.0660095214844, 88.4610595703125, 106.33748626708984))","('dice', 0.9106541872024536, (609.5546875, 105.86119079589844, 65.28285217285156, 108.73966979980469))","('map', 0.9072609543800354, (1215.6400146484375, 243.22802734375, 130.13076782226562, 229.7384796142578))","('key', 0.720923900604248, (901.282958984375, 144.5931396484375, 103.18075561523438, 49.21884536743164))","('ball', 0.7016671299934387, (841.0394897460938, 629.9290771484375, 96.10565185546875, 98.80937957763672))"
"('face', 0.9728831052780151, (637.5953979492188, 300.3103942871094, 89.94190216064453, 107.0146255493164))","('dice', 0.8942158818244934, (610.366455078125, 106.4748764038086, 64.99659729003906, 108.34219360351562))","('map', 0.8911047577857971, (1213.9454345703125, 238.33084106445312, 112.87440490722656, 213.08395385742188))","('ball', 0.7541520595550537, (841.7785034179688, 630.3344116210938, 96.83577728271484, 98.87272644042969))","('key', 0.7175076007843018, (902.9894409179688, 145.4936065673828, 104.42250061035156, 49.0958366394043))"
"('face', 0.9436823725700378, (637.2525634765625, 301.50543212890625, 86.16958618164062, 108.14398193359375))","('map', 0.904516339302063, (1215.585693359375, 242.99652099609375, 129.43370056152344, 230.4125213623047))","('dice', 0.849075436592102, (610.47314453125, 107.85325622558594, 63.52195739746094, 109.0587158203125))","('ball', 0.7302479147911072, (841.943359375, 631.0369873046875, 97.60718536376953, 99.65122985839844))","('key', 0.6836930513381958, (902.1348876953125, 146.44105529785156, 103.58458709716797, 49.58066177368164))"
"('face', 0.9446709752082825, (637.8416137695312, 306.95318603515625, 89.9638671875, 110.49253845214844))","('map', 0.8989172577857971, (1214.699462890625, 244.6772918701172, 129.81344604492188, 229.17828369140625))","('ball', 0.8412762880325317, (841.9698486328125, 632.0189819335938, 100.5274658203125, 95.95510864257812))","('dice', 0.8169419169425964, (612.0171508789062, 113.63483428955078, 65.4743881225586, 109.35198974609375))","('key', 0.6336008906364441, (901.2885131835938, 148.2799530029297, 121.74130249023438, 64.74938201904297))"
"('face', 0.9757194519042969, (637.813232421875, 307.3870544433594, 89.974853515625, 107.36791229248047))","('map', 0.882887065410614, (1216.0001220703125, 245.83251953125, 129.68675231933594, 230.8629913330078))","('dice', 0.8753086924552917, (613.3601684570312, 114.22088623046875, 64.52228546142578, 107.90663146972656))","('ball', 0.8474363684654236, (843.2306518554688, 632.907958984375, 98.00116729736328, 97.69995880126953))","('key', 0.7106313109397888, (901.86767578125, 147.87844848632812, 120.84552764892578, 64.5599594116211))"
"('face', 0.9722424149513245, (638.0745849609375, 310.2391662597656, 90.59201049804688, 102.94636535644531))","('dice', 0.8955261707305908, (613.501220703125, 115.74101257324219, 64.74319458007812, 107.7486801147461))","('map', 0.8898757100105286, (1214.474365234375, 245.58311462402344, 129.62342834472656, 230.8629913330078))","('ball', 0.7271599769592285, (843.7243041992188, 633.3519287109375, 100.81010437011719, 98.40614318847656))","('key', 0.6686502695083618, (902.7633056640625, 150.00714111328125, 120.86028289794922, 64.89180755615234))"
"('face', 0.9857640266418457, (637.7089233398438, 313.21075439453125, 91.31369018554688, 103.79813385009766))","('dice', 0.9167966842651367, (612.9161987304688, 118.05862426757812, 65.63443756103516, 108.27607727050781))","('map', 0.9120979905128479, (1214.41015625, 247.7436065673828, 133.93417358398438, 228.4520721435547))","('ball', 0.6816809773445129, (843.5040893554688, 633.550537109375, 98.45681762695312, 97.68504333496094))","('key', 0.606616735458374, (903.5234375, 151.701904296875, 106.04102325439453, 50.32456970214844))"
"('face', 0.9853039383888245, (637.8577270507812, 317.1072082519531, 91.09101867675781, 105.4005355834961))","('dice', 0.9478855133056641, (613.3511962890625, 121.39179229736328, 64.49078369140625, 107.17150115966797))","('map', 0.89137202501297, (1211.8856201171875, 249.4002685546875, 135.18251037597656, 226.84031677246094))","('ball', 0.5262896418571472, (844.8086547851562, 634.3036499023438, 96.61144256591797, 95.89656066894531))","('key', 0.4896426796913147, (904.1319580078125, 154.2845001220703, 105.67919921875, 49.3150749206543))"
"('face', 0.9834423661231995, (637.599853515625, 320.3613586425781, 90.41525268554688, 105.89705657958984))","('dice', 0.9412858486175537, (612.8923950195312, 124.65473175048828, 65.09187316894531, 110.1020736694336))","('map', 0.89711594581604, (1212.81591796875, 248.1011199951172, 134.65548706054688, 229.7384796142578))","('ball', 0.6983760595321655, (845.077392578125, 649.8790893554688, 88.56910705566406, 99.88262939453125))","('key', 0.3937593996524811, (901.2680053710938, 157.35208129882812, 120.35602569580078, 66.31724548339844))"
"('face', 0.9803875684738159, (637.713134765625, 321.9037780761719, 92.25482177734375, 103.0532455444336))","('dice', 0.9749248623847961, (613.3467407226562, 126.37073516845703, 62.99686050415039, 113.23712158203125))","('map', 0.8906574249267578, (1212.0909423828125, 250.24319458007812, 132.5031280517578, 233.69842529296875))","('ball', 0.7738626599311829, (845.299072265625, 651.6068725585938, 92.96703338623047, 98.09431457519531))","('key', 0.41315367817878723, (901.8834228515625, 158.9900360107422, 121.09656524658203, 69.89122772216797))"
"('face', 0.9837532639503479, (637.481201171875, 325.05535888671875, 89.91995239257812, 107.289306640625))","('dice', 0.9616122245788574, (613.7127075195312, 131.1515655517578, 66.14920806884766, 110.64100646972656))","('map', 0.8412699699401855, (1213.234130859375, 249.84298706054688, 130.25790405273438, 229.5142364501953))","('ball', 0.7627385854721069, (845.2855224609375, 655.7813110351562, 94.8469467163086, 98.74909973144531))"
"('face', 0.9569035768508911, (637.0372924804688, 329.47222900390625, 85.51988220214844, 112.438232421875))","('dice', 0.94040447473526, (615.5182495117188, 132.9940185546875, 64.68000030517578, 110.83023834228516))","('map', 0.8492254614830017, (1211.6722412109375, 256.7425842285156, 115.19377899169922, 187.4958038330078))","('ball', 0.7872419357299805, (845.3534545898438, 658.8861694335938, 93.94815063476562, 97.2300033569336))","('key', 0.4489326775074005, (906.6411743164062, 171.55076599121094, 108.39682006835938, 48.994056701660156))"
"('face', 0.9738403558731079, (638.2240600585938, 337.1611022949219, 91.42521667480469, 103.32406616210938))","('map', 0.9201292991638184, (1212.05029296875, 260.586181640625, 113.96209716796875, 195.72787475585938))","('dice', 0.8412618041038513, (616.7975463867188, 141.8112335205078, 66.31090545654297, 113.44466400146484))","('ball', 0.8169599175453186, (845.9854125976562, 661.19921875, 95.9766845703125, 96.39977264404297))","('key', 0.6745179891586304, (904.913818359375, 175.3265380859375, 122.80851745605469, 66.43067169189453))"
"('face', 0.9812732338905334, (637.7720947265625, 343.31317138671875, 92.49161529541016, 106.76671600341797))","('map', 0.964238703250885, (1214.273681640625, 261.1991882324219, 110.27986145019531, 200.565185546875))","('dice', 0.8972987532615662, (616.2901611328125, 146.5867919921875, 66.66802978515625, 113.01617431640625))","('key', 0.6785692572593689, (908.8696899414062, 178.02853393554688, 108.37035369873047, 51.06093978881836))","('ball', 0.5991998314857483, (848.098876953125, 661.8826293945312, 97.21477508544922, 93.40143585205078))"
"('face', 0.9686005115509033, (638.29296875, 347.7793273925781, 90.040771484375, 107.32860565185547))","('map', 0.9674044847488403, (1214.5244140625, 265.2759704589844, 111.53980255126953, 202.73130798339844))","('dice', 0.9463756680488586, (617.8306884765625, 151.2586669921875, 66.99435424804688, 110.27693939208984))","('ball', 0.6950843334197998, (846.4266967773438, 674.707763671875, 89.20929718017578, 91.73790740966797))","('key', 0.6002480983734131, (905.3579711914062, 181.95948791503906, 125.33010864257812, 64.78099822998047))"
"('dice', 0.9613490700721741, (618.1085205078125, 154.7416534423828, 67.42095947265625, 112.13668060302734))","('face', 0.9537042379379272, (641.3843994140625, 350.09527587890625, 86.23271942138672, 112.17774963378906))","('map', 0.9260417819023132, (1214.8416748046875, 266.9530029296875, 110.1134033203125, 209.26885986328125))","('ball', 0.7512441873550415, (845.408203125, 675.7587890625, 91.49220275878906, 89.52874755859375))","('key', 0.3467736840248108, (905.9212646484375, 185.71572875976562, 123.86239624023438, 67.98942565917969))"
"('face', 0.9688765406608582, (638.1139526367188, 356.6791687011719, 85.60343933105469, 111.57685089111328))","('dice', 0.9403152465820312, (619.1212158203125, 159.5504913330078, 66.66802978515625, 111.69950103759766))","('map', 0.9203236699104309, (1215.6307373046875, 269.73333740234375, 108.931884765625, 213.81350708007812))","('ball', 0.773861825466156, (845.5531005859375, 679.3142700195312, 92.35623168945312, 87.4761734008789))","('key', 0.28788015246391296, (906.8346557617188, 187.62759399414062, 127.20279693603516, 65.81722259521484))"
"('dice', 0.9013250470161438, (619.3176879882812, 163.0653839111328, 64.68000030517578, 113.48621368408203))","('ball', 0.8898913264274597, (845.7071533203125, 682.3189086914062, 94.43106079101562, 83.73057556152344))","('face', 0.8735271692276001, (641.2542114257812, 362.55999755859375, 88.8832015991211, 116.51832580566406))","('map', 0.8542811274528503, (1213.961669921875, 283.2462158203125, 109.31484985351562, 192.2235107421875))","('key', 0.5906708836555481, (907.0545043945312, 200.90713500976562, 128.0675048828125, 63.203155517578125))"
"('face', 0.9478340744972229, (641.7176513671875, 366.2330627441406, 87.71908569335938, 112.75435638427734))","('map', 0.9474533200263977, (1213.22998046875, 286.7476806640625, 109.301513671875, 189.05865478515625))","('dice', 0.9145676493644714, (620.461669921875, 171.11766052246094, 67.48683166503906, 110.83023834228516))","('ball', 0.9056386351585388, (844.9389038085938, 684.85498046875, 94.98599243164062, 82.15118408203125))","('key', 0.6609442830085754, (910.9624633789062, 204.34185791015625, 108.29100799560547, 50.46297836303711))"
"('face', 0.9635995030403137, (641.5838012695312, 370.90045166015625, 85.79174041748047, 112.36962127685547))","('dice', 0.9341347813606262, (621.490234375, 174.8712615966797, 66.63548278808594, 110.50602722167969))","('map', 0.9278683662414551, (1214.0748291015625, 288.0226135253906, 110.3236312866211, 194.01513671875))","('ball', 0.841277003288269, (846.1820068359375, 685.9515380859375, 96.43470001220703, 80.17960357666016))","('key', 0.7853212356567383, (908.1536254882812, 207.4291229248047, 125.54447174072266, 65.4167251586914))"
"('face', 0.9853571057319641, (641.9229125976562, 371.9626159667969, 85.60343933105469, 107.73552703857422))","('dice', 0.9564496874809265, (623.1923828125, 177.51417541503906, 65.79487609863281, 110.0751953125))","('map', 0.9455684423446655, (1215.497314453125, 288.7060241699219, 109.88681030273438, 197.8417510986328))","('ball', 0.8533985614776611, (846.1526489257812, 687.1666870117188, 96.96588134765625, 78.03594970703125))","('key', 0.8191468715667725, (907.9443969726562, 209.39773559570312, 124.52946472167969, 67.1317367553711))"
"('face', 0.9872725009918213, (642.4877319335938, 374.0625305175781, 87.24920654296875, 108.97887420654297))","('map', 0.9635545611381531, (1215.067138671875, 291.2455139160156, 108.97178649902344, 208.35122680664062))","('dice', 0.961351215839386, (623.2140502929688, 178.6816864013672, 66.37569427490234, 111.2640151977539))","('ball', 0.8283544778823853, (847.5275268554688, 687.4818725585938, 98.987060546875, 76.08879852294922))","('key', 0.719973087310791, (908.7194213867188, 210.7705535888672, 125.55979919433594, 63.870155334472656))"
"('face', 0.9881845116615295, (643.5126953125, 375.7774963378906, 88.19149780273438, 104.67609405517578))","('dice', 0.9829992651939392, (625.1111450195312, 179.3580322265625, 62.23252868652344, 113.3200912475586))","('map', 0.9561006426811218, (1215.0931396484375, 289.81097412109375, 105.84171295166016, 200.0761260986328))","('ball', 0.812240719795227, (848.1920166015625, 687.8915405273438, 100.51520538330078, 75.00064849853516))","('key', 0.5628892779350281, (909.5352783203125, 211.4246368408203, 124.08183288574219, 66.10709381103516))"
"('face', 0.9881911873817444, (644.1608276367188, 376.8616943359375, 89.01348876953125, 103.69680786132812))","('dice', 0.9718658924102783, (625.6232299804688, 180.29727172851562, 63.89524841308594, 113.41696166992188))","('map', 0.9449489116668701, (1214.94677734375, 291.1412658691406, 107.74825286865234, 199.6857452392578))","('ball', 0.8349172472953796, (848.3112182617188, 688.2959594726562, 101.79319763183594, 73.80182647705078))","('key', 0.6048551797866821, (910.6586303710938, 212.7952423095703, 125.86671447753906, 65.08219909667969))"
"('face', 0.9839475750923157, (644.168212890625, 378.669189453125, 88.64482116699219, 104.72721862792969))","('dice', 0.9709813594818115, (625.2376098632812, 181.4944610595703, 66.0201416015625, 115.2452163696289))","('map', 0.9422869682312012, (1214.92578125, 292.615966796875, 108.90861511230469, 202.92938232421875))","('ball', 0.7393823862075806, (848.43994140625, 688.2959594726562, 102.74822998046875, 73.41545867919922))","('key', 0.714861273765564, (910.2678833007812, 213.62779235839844, 126.79197692871094, 66.80474090576172))"
"('face', 0.9836621284484863, (644.1090087890625, 379.673583984375, 86.82421875, 109.03209686279297))","('dice', 0.965220034122467, (624.8461303710938, 182.95912170410156, 65.69856262207031, 113.86087036132812))","('map', 0.9394180774688721, (1214.7679443359375, 293.2572326660156, 107.17761993408203, 207.03289794921875))","('ball', 0.7271597385406494, (848.982666015625, 688.309326171875, 103.2259521484375, 72.32138061523438))","('key', 0.5752056241035461, (908.5196533203125, 214.09637451171875, 123.83216857910156, 69.12757873535156))"
"('face', 0.9685377478599548, (643.1896362304688, 380.0924072265625, 86.42240905761719, 110.78966522216797))","('dice', 0.9613288640975952, (624.593994140625, 183.28317260742188, 67.38804626464844, 112.27364349365234))","('map', 0.9608281254768372, (1214.273681640625, 292.8742370605469, 109.74940490722656, 204.72080993652344))","('ball', 0.6850621104240417, (847.7484741210938, 688.4832153320312, 104.19442749023438, 71.9691162109375))","('key', 0.46924611926078796, (908.3707275390625, 215.1918487548828, 124.14244079589844, 68.824462890625))"
"('face', 0.9724128246307373, (642.9698486328125, 380.2767639160156, 87.31312561035156, 109.4588394165039))","('dice', 0.9618528485298157, (623.294921875, 184.0992889404297, 66.05238342285156, 114.73988342285156))","('map', 0.9584008455276489, (1215.64599609375, 294.0108642578125, 110.3421401977539, 206.83079528808594))","('ball', 0.6104035973548889, (847.1268310546875, 687.9384155273438, 103.16925811767578, 72.55127716064453))","('key', 0.3956984281539917, (909.0442504882812, 215.8931121826172, 129.3716583251953, 69.12757873535156))"
"('face', 0.9711982607841492, (642.99169921875, 380.244873046875, 86.42240905761719, 108.80606079101562))","('map', 0.9689942598342896, (1215.80419921875, 293.7315979003906, 109.36824798583984, 204.52099609375))","('dice', 0.964079737663269, (623.5526123046875, 184.35675048828125, 66.57044219970703, 114.20887756347656))","('ball', 0.599200427532196, (847.2459716796875, 688.329345703125, 102.44139862060547, 73.11138153076172))","('key', 0.4963422417640686, (909.388427734375, 216.0837860107422, 128.69436645507812, 68.65664672851562))"
"('face', 0.9736859798431396, (643.4183349609375, 380.51812744140625, 88.01941680908203, 110.41162872314453))","('map', 0.9687903523445129, (1215.6614990234375, 293.78955078125, 109.69247436523438, 207.5389404296875))","('dice', 0.9629831910133362, (623.9248046875, 184.49331665039062, 66.79837036132812, 112.54808807373047))","('ball', 0.6066815257072449, (846.7452392578125, 687.924072265625, 103.59834289550781, 73.08460998535156))","('key', 0.3924424350261688, (910.6743774414062, 216.01502990722656, 128.8515625, 66.85369873046875))"
"('face', 0.9752448201179504, (642.9535522460938, 381.16717529296875, 86.52796936035156, 111.44073486328125))","('map', 0.9688655138015747, (1215.5692138671875, 294.94854736328125, 108.18317413330078, 208.35122680664062))","('dice', 0.9462728500366211, (623.7073364257812, 184.375, 66.89628601074219, 112.80943298339844))","('ball', 0.6214919090270996, (846.7913208007812, 688.139404296875, 103.44670104980469, 72.42739868164062))","('key', 0.3542395532131195, (910.6390991210938, 215.81369018554688, 128.39622497558594, 68.60637664794922))"
"('face', 0.971561849117279, (643.1090698242188, 380.9852600097656, 86.69712829589844, 110.65450286865234))","('dice', 0.9630311131477356, (624.370849609375, 184.0406036376953, 66.63548278808594, 113.84696960449219))","('map', 0.9553728103637695, (1215.8651123046875, 295.4700927734375, 109.51854705810547, 205.72288513183594))","('ball', 0.5418419241905212, (847.462646484375, 688.1600952148438, 102.49142456054688, 73.1917495727539))","('key', 0.4446050226688385, (910.8890380859375, 216.0236358642578, 127.79421997070312, 68.3555908203125))"
"('face', 0.9751664996147156, (643.1664428710938, 379.9842224121094, 87.89057922363281, 108.73966979980469))","('dice', 0.9570308327674866, (624.4696655273438, 183.69468688964844, 66.73316192626953, 113.95819854736328))","('map', 0.9352244734764099, (1215.212890625, 294.6016845703125, 109.26815795898438, 205.1210479736328))","('ball', 0.6539640426635742, (848.1326293945312, 688.4411010742188, 102.48516845703125, 72.21552276611328))","('key', 0.458139568567276, (910.7935791015625, 215.8975067138672, 126.89261627197266, 67.85676574707031))"
"('face', 0.9759478569030762, (642.7898559570312, 379.51129150390625, 85.83364868164062, 109.21858215332031))","('dice', 0.9589148759841919, (624.4904174804688, 183.82618713378906, 67.75096893310547, 114.26465606689453))","('map', 0.9557577967643738, (1215.799072265625, 294.467041015625, 108.05119323730469, 210.49864196777344))","('ball', 0.7016690373420715, (847.5518188476562, 688.3126831054688, 103.05598449707031, 72.87970733642578))","('key', 0.41317352652549744, (909.4281616210938, 215.49240112304688, 128.41189575195312, 68.28887176513672))"
"('face', 0.9666113257408142, (642.6298828125, 379.4379577636719, 85.51988220214844, 108.18359375))","('dice', 0.9624146223068237, (623.18701171875, 183.71665954589844, 67.19091033935547, 113.52777862548828))","('map', 0.9516867399215698, (1215.40966796875, 292.7535705566406, 110.05796813964844, 207.94468688964844))","('ball', 0.6396880149841309, (847.5031127929688, 688.3855590820312, 102.89257049560547, 72.8619155883789))","('key', 0.4259398281574249, (909.0099487304688, 215.07162475585938, 126.26683044433594, 69.07696533203125))"
"('dice', 0.9746601581573486, (623.0081787109375, 183.76365661621094, 66.2785415649414, 114.36233520507812))","('face', 0.96897292137146, (642.4511108398438, 378.9432067871094, 86.52796936035156, 106.66249084472656))","('map', 0.9417640566825867, (1215.3992919921875, 292.2210998535156, 110.41456604003906, 201.1536407470703))","('ball', 0.7049299478530884, (846.8609008789062, 688.1566162109375, 101.61317443847656, 73.78380584716797))","('key', 0.42438000440597534, (908.0111694335938, 214.81155395507812, 125.02449035644531, 68.63987731933594))"
"('map', 0.9633469581604004, (1215.66650390625, 291.8985900878906, 112.38333129882812, 197.8417510986328))","('dice', 0.9629824161529541, (622.0006103515625, 184.3932647705078, 66.73316192626953, 111.90422058105469))","('face', 0.9606090784072876, (642.0341796875, 379.1118469238281, 86.12751770019531, 106.597412109375))","('ball', 0.664493203163147, (848.1072387695312, 688.3326416015625, 101.70004272460938, 73.4244155883789))","('key', 0.49753084778785706, (907.6600341796875, 214.9792022705078, 126.55229187011719, 68.9926986694336))"
"('dice', 0.9735023379325867, (621.3037719726562, 183.65383911132812, 66.40811157226562, 113.12659454345703))","('face', 0.9618458151817322, (641.8486328125, 378.61865234375, 84.81293487548828, 107.68293762207031))","('map', 0.9555162787437439, (1214.8154296875, 292.0838928222656, 108.79235076904297, 195.34596252441406))","('ball', 0.6288143992424011, (849.4510498046875, 688.2657470703125, 104.04826354980469, 72.95091247558594))","('key', 0.5258699059486389, (907.3355102539062, 214.71157836914062, 126.41333770751953, 68.12235260009766))"
"('dice', 0.9700964689254761, (621.7433471679688, 183.4009552001953, 68.2156982421875, 111.53599548339844))","('face', 0.9595227837562561, (641.6951904296875, 378.6424560546875, 84.50291442871094, 107.64350891113281))","('map', 0.9554110765457153, (1215.65625, 292.65081787109375, 110.03781127929688, 203.5247802734375))","('ball', 0.6983882188796997, (847.5194091796875, 688.559814453125, 102.0420150756836, 73.70279693603516))","('key', 0.570766031742096, (907.6571655273438, 214.11761474609375, 125.48318481445312, 68.10572052001953))"
"('dice', 0.9726797938346863, (622.2784423828125, 182.5696563720703, 68.98611450195312, 111.45433807373047))","('face', 0.9722556471824646, (641.660400390625, 377.9237976074219, 84.87507629394531, 108.72640228271484))","('map', 0.9565001726150513, (1215.681884765625, 291.68255615234375, 111.48535919189453, 194.86962890625))","('ball', 0.7599005103111267, (846.8145141601562, 688.2318725585938, 100.57656860351562, 74.10877227783203))","('key', 0.4679467976093292, (906.9577026367188, 213.9735107421875, 124.81863403320312, 67.476806640625))"
"('dice', 0.9772329330444336, (622.2728881835938, 181.43264770507812, 67.2237319946289, 113.88866424560547))","('face', 0.9718223214149475, (641.5748291015625, 377.52825927734375, 85.18647003173828, 107.64350891113281))","('map', 0.9454656839370728, (1215.129638671875, 291.24468994140625, 110.46849060058594, 194.77450561523438))","('ball', 0.7423818707466125, (846.4791870117188, 688.285888671875, 100.06224060058594, 75.51510620117188))","('key', 0.568659782409668, (907.0985107421875, 213.81407165527344, 124.9558334350586, 67.11534881591797))"
"('face', 0.971824049949646, (641.6323852539062, 377.0062255859375, 85.60343933105469, 106.36344909667969))","('dice', 0.9696261882781982, (622.4497680664062, 181.86831665039062, 66.2785415649414, 111.91787719726562))","('map', 0.9554213881492615, (1214.9520263671875, 290.63568115234375, 110.6979751586914, 196.20631408691406))","('ball', 0.7393816113471985, (846.8145141601562, 688.0977172851562, 101.02569580078125, 75.9866943359375))","('key', 0.6087620258331299, (907.2662963867188, 213.73495483398438, 125.3836669921875, 65.62467956542969))"
"('dice', 0.9722852110862732, (622.30615234375, 181.1964569091797, 65.63443756103516, 113.08517456054688))","('face', 0.9709697961807251, (641.4434814453125, 376.44683837890625, 85.64524841308594, 103.74112701416016))","('map', 0.9511423110961914, (1214.90478515625, 290.78753662109375, 110.85179138183594, 193.7311553955078))","('ball', 0.7792859673500061, (846.441650390625, 688.4019775390625, 100.11109924316406, 75.78290557861328))","('key', 0.5948455929756165, (906.969482421875, 213.47796630859375, 127.47481536865234, 65.51261901855469))"
"('dice', 0.9754539132118225, (622.173095703125, 181.12767028808594, 66.5379409790039, 113.23712158203125))","('face', 0.9713984727859497, (641.4002685546875, 376.5542907714844, 85.207275390625, 107.90663146972656))","('map', 0.954926073551178, (1215.5384521484375, 291.14801025390625, 110.78922271728516, 197.55215454101562))","('ball', 0.7846137881278992, (846.0143432617188, 688.2012329101562, 100.41095733642578, 76.2003402709961))","('key', 0.6164137721061707, (907.80810546875, 213.80319213867188, 126.64501953125, 65.20943450927734))"
"('face', 0.9807036519050598, (638.3342895507812, 378.0346984863281, 86.14854431152344, 103.81079864501953))","('dice', 0.9657483696937561, (622.855712890625, 180.56532287597656, 66.60295104980469, 112.06825256347656))","('map', 0.9603402614593506, (1215.68701171875, 290.9456787109375, 109.65900421142578, 197.55215454101562))","('ball', 0.7975231409072876, (846.1234130859375, 687.8441772460938, 97.98920440673828, 77.390869140625))","('key', 0.6421253085136414, (907.2927856445312, 213.441650390625, 126.25911712646484, 66.72325134277344))"
