world_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
1100.064051,0,0.8767219753097820,0.30244490659220000,0.12709679760593000,1100.062754-0 1100.065348-1,,,,,,,,,,,,,,,
1100.068086,0,0.8779597429880630,0.3027151879020860,0.1273707227665040,1100.070824-0 1100.065348-1,,,,,,,,,,,,,,,
1100.072121,0,0.9230322923891730,0.30273671090978400,0.1257297299892260,1100.070824-0 1100.073418-1,,,,,,,,,,,,,,,
1100.076156,0,0.8429408607897720,0.30227695912826600,0.1268129063519160,1100.078894-0 1100.073418-1,,,,,,,,,,,,,,,
1100.080191,0,0.8056456176590950,0.30283512884575200,0.121460356641522,1100.078894-0 1100.081488-1,,,,,,,,,,,,,,,
1100.084226,1,0.8740601131430380,0.3029131707595190,0.12105636236950200,1100.086964-0 1100.081488-1,,,,,,,,,,,,,,,
1100.0882610000000,1,0.8178294961585830,0.3027142237531070,0.1239402065416320,1100.086964-0 1100.089558-1,,,,,,,,,,,,,,,
1100.0922955,1,0.7830975164726940,0.3018937651427510,0.12467167547296900,1100.095033-0 1100.089558-1,,,,,,,,,,,,,,,
1100.0963305,1,0.8585739779348050,0.30146224139810800,0.12952751051492300,1100.095033-0 1100.097628-1,,,,,,,,,,,,,,,
1100.1003655,1,0.8761588993096390,0.3033497392729050,0.1281873486681910,1100.103103-0 1100.097628-1,,,,,,,,,,,,,,,
1100.1044005000000,1,0.8958470069897350,0.30329690540090800,0.12574323263996100,1100.103103-0 1100.105698-1,,,,,,,,,,,,,,,
1100.1084355,1,0.851922096870475,0.302989166862043,0.12560048062589300,1100.111173-0 1100.105698-1,,,,,,,,,,,,,,,
1100.1124705,1,0.8480073550984550,0.3033231666794590,0.1242549244328840,1100.111173-0 1100.113768-1,,,,,,,,,,,,,,,
1100.1165055000000,2,0.877745949517254,0.3051438678156640,0.12269715250347700,1100.119243-0 1100.113768-1,,,,,,,,,,,,,,,
1100.1205405,2,0.8298183792984960,0.3052105458178100,0.12249449156152600,1100.119243-0 1100.121838-1,,,,,,,,,,,,,,,
1100.1245755,2,0.7396387577167720,0.3029587343119630,0.12495931253528600,1100.127313-0 1100.121838-1,,,,,,,,,,,,,,,
1100.12861,2,0.7700785429171430,0.30207703094616800,0.12751478637835000,1100.127313-0 1100.129907-1,,,,,,,,,,,,,,,
