world_timestamp,world_index,confidence,norm_pos_x,norm_pos_y
1424.4302380000001,0.0,1.0,0.45426049831191956,0.501788906396684
1424.4342725,0.0,1.0,0.45130262041716457,0.4964805530357881
1424.4383070000001,0.0,0.980505422206979,0.44962441999876285,0.49584198072740643
1424.4423414999999,0.0,0.980505422206979,0.4492389634779256,0.49578835044534025
1424.446376,1.0,0.97568278467912,0.4485077846212865,0.4952487254919674
1424.4504105,1.0,0.97568278467912,0.44627195846878454,0.49326256655189377
1424.454445,1.0,1.0,0.4456536714985627,0.4929696437930302
1424.4584795,1.0,1.0,0.446500480146803,0.4932943413842737
1424.462514,1.0,1.0,0.4477972810985308,0.4928357938238398
1424.4665485,1.0,1.0,0.449162811793135,0.49431585637595915
1424.470583,1.0,0.97830629383035,0.4495600844832471,0.49788928585245035
1424.4746175,1.0,0.97830629383035,0.45235434090581367,0.5039624543145146
1424.478652,2.0,0.990790059666256,0.4498975782277409,0.5125370059572385
1424.4826865,2.0,0.990790059666256,0.45127951030612634,0.519087301128424
1424.486721,2.0,1.0,0.4486851952642153,0.5258750549747195
1424.4907555,2.0,1.0,0.44856146481896375,0.5287785287362015
1424.49479,2.0,1.0,0.4475163594668135,0.5304771304149777
1424.4988245,2.0,1.0,0.4468583640401636,0.5300888043985111
1424.502859,2.0,0.984464781300081,0.44771778916999866,0.5286404957858031
1424.506893,2.0,0.984464781300081,0.44838882683557557,0.5284799358652503
1424.5109275,2.0,1.0,0.4489674166705307,0.5285838137167019
1424.514962,3.0,1.0,0.44964567383754955,0.5295532995920719
1424.5189965,3.0,1.0,0.44913952129289264,0.5304237274442929
1424.523031,3.0,1.0,0.4484209301181668,0.5299385644382021
1424.5270655,3.0,1.0,0.4477332993914073,0.530019848561569
1424.5311,3.0,1.0,0.4471669560384627,0.5296220156795681
1424.5351345000001,3.0,0.99234559117548,0.44700120876063737,0.52948798360676
1424.539169,3.0,0.99234559117548,0.4470794703412975,0.529387690226851
1424.5432035000001,3.0,0.96997314501799,0.44723643228078586,0.528519927957656
1424.547238,4.0,0.96997314501799,0.4465894048647956,0.5279422094505947
1424.5512724999999,4.0,1.0,0.44627549300367186,0.5281706951169879
1424.555307,4.0,1.0,0.4456513899054875,0.5287681915843143
1424.5593414999998,4.0,1.0,0.44491857344144836,0.5304385676080158
1424.563376,4.0,1.0,0.44625971060396824,0.5315596281735723
1424.5674105,4.0,0.975866362086005,0.44718738271993935,0.5304735321346951
1424.5714449999998,4.0,0.975866362086005,0.446439288644047,0.529129662810807
1424.5754795,4.0,0.96129202715381,0.4464752597586064,0.5294657688125326
1424.579514,5.0,0.96129202715381,0.4481743302219416,0.5308962758101358
1424.5835485,5.0,1.0,0.44839597516248264,0.5317082865183008
1424.587583,5.0,1.0,0.44821408185243217,0.5320605813519321
1424.5916175,5.0,1.0,0.44786468209280034,0.5321141510393496
1424.595652,5.0,1.0,0.44737967424162145,0.5316065430178738
1424.5996865,5.0,0.987539995763788,0.4478302709497648,0.5308375920574115
1424.6037210000002,5.0,0.987539995763788,0.44805757499516674,0.530957668876267
1424.6077555,5.0,1.0,0.4479486579289525,0.5302376671646738
1424.61179,5.0,1.0,0.44688840045913825,0.5282625020884156
1424.6158245,6.0,1.0,0.44679751377389465,0.5280682881665706
1424.619859,6.0,1.0,0.44749500355993277,0.5296699568985691
1424.6238935000001,6.0,1.0,0.44644625095929075,0.5314447308083419
1424.627928,6.0,1.0,0.4458218198971673,0.5306663626898424
1424.6319625,6.0,1.0,0.44693907032353064,0.5287472310163472
1424.635997,6.0,1.0,0.44786053257068636,0.5285626260997451
1424.6400314999998,6.0,1.0,0.44772789896387344,0.528428199708178
1424.644066,6.0,1.0,0.4460670950015868,0.5275665386291091
1424.6481005,7.0,1.0,0.4460691036158323,0.527568133946228
1424.652135,7.0,1.0,0.4474978138543714,0.5294248410747785
1424.6561695,7.0,1.0,0.4468953165381377,0.5311609128754573
1424.660204,7.0,1.0,0.4464826009433416,0.5304553755730663
1424.6642385,7.0,1.0,0.4481286600643199,0.5281130694141152
1424.668273,7.0,1.0,0.4490455976593616,0.5281352123646282
1424.672308,7.0,0.982735673389845,0.4476375181671664,0.5294102862468161
1424.6763425000001,7.0,0.982735673389845,0.4458091552085327,0.5285497808124027
1424.6803765,8.0,0.983396469797264,0.44581116976811924,0.5277542461071171
1424.684411,8.0,0.983396469797264,0.44602945649441056,0.5277817347915663
1424.6884455,8.0,1.0,0.4457134518776148,0.528887986048593
1424.6924800000002,8.0,1.0,0.4466386380876336,0.5292977801956995
1424.696515,8.0,1.0,0.44798258283322795,0.5283629825287645
1424.7005495,8.0,1.0,0.44883250719403356,0.5292659171638348
1424.704584,8.0,0.953802654103839,0.44803778268994093,0.5310631977841269
1424.7086185,8.0,0.953802654103839,0.4476783893837888,0.531450550334281
1424.712653,8.0,0.969515617958225,0.4471928261704408,0.5299366274628529
1424.7166875,9.0,0.969515617958225,0.4446520441274321,0.5261185307679161
1424.720722,9.0,1.0,0.44402370477619707,0.5215988737862605
1424.7247565,9.0,1.0,0.44003396099083264,0.5152112844229365
1424.728791,9.0,1.0,0.442361032284525,0.5074030289790503
1424.7328255,9.0,1.0,0.4423442272905765,0.5021841607258357
1424.7368595,9.0,0.957729643281162,0.4445766959243297,0.4976520485376803
1424.740894,9.0,0.957729643281162,0.44554934859805917,0.4966404671088928
1424.744929,9.0,0.973387511810308,0.4455856318318611,0.4964054301531022
1424.7489635,10.0,0.973387511810308,0.44499078202069764,0.49636347373941353
