world_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
990.111866,0,1.0,0.513480543042844,0.5113654874963740,990.114689-0 990.109043-1,,,,,,,,,,,,,,,
990.115901,0,1.0,0.513335253978346,0.5105624012647480,990.114689-0 990.117113-1,,,,,,,,,,,,,,,
990.119936,0,1.0,0.5140095712026290,0.5117844930477730,990.122759-0 990.117113-1,,,,,,,,,,,,,,,
990.1239705,0,1.0,0.514490756732511,0.5149784211351640,990.122759-0 990.125182-1,,,,,,,,,,,,,,,
990.128005,1,1.0,0.5144138217973340,0.5156043194163390,990.130828-0 990.125182-1,,,,,,,,,,,,,,,
990.1320395,1,1.0,0.5139725308106750,0.5159756483105480,990.130828-0 990.133251-1,,,,,,,,,,,,,,,
990.136074,1,1.0,0.5138466806619500,0.5155209475451120,990.138897-0 990.133251-1,,,,,,,,,,,,,,,
990.1401085,1,1.0,0.513762699296713,0.513102192275118,990.138897-0 990.14132-1,,,,,,,,,,,,,,,
990.144143,1,1.0,0.5131570939650580,0.5123543557277370,990.146966-0 990.14132-1,,,,,,,,,,,,,,,
990.1481775,1,1.0,0.5129410561467140,0.5129522657798630,990.146966-0 990.149389-1,,,,,,,,,,,,,,,
990.152212,1,1.0,0.5133443306350030,0.514143975292466,990.155035-0 990.149389-1,,,,,,,,,,,,,,,
990.1562465,1,1.0,0.5132895774666830,0.5134663353076890,990.155035-0 990.157458-1,,,,,,,,,,,,,,,
990.1602810000000,1,1.0,0.5128901954395750,0.5141442726202320,990.163104-0 990.157458-1,,,,,,,,,,,,,,,
990.1643155000000,2,1.0,0.5116803480368760,0.5238712802586980,990.163104-0 990.165527-1,,,,,,,,,,,,,,,
990.1683500000000,2,1.0,0.5119772231003010,0.5261384062046740,990.171173-0 990.165527-1,,,,,,,,,,,,,,,
990.1723845000000,2,1.0,0.5115444407203360,0.5313659433806770,990.171173-0 990.173596-1,,,,,,,,,,,,,,,
990.176419,2,1.0,0.5102976312531800,0.534964842083719,990.179242-0 990.173596-1,,,,,,,,,,,,,,,
990.1804535,2,1.0,0.5105684145291990,0.5397659349522390,990.179242-0 990.181665-1,,,,,,,,,,,,,,,
990.1844885,2,1.0,0.5102499641961970,0.5426773456755550,990.187312-0 990.181665-1,,,,,,,,,,,,,,,
990.188523,2,1.0,0.5110177205060910,0.5433630615909250,990.187312-0 990.189734-1,,,,,,,,,,,,,,,
990.1925575,2,1.0,0.5109108552158290,0.5423653583613670,990.195381-0 990.189734-1,,,,,,,,,,,,,,,
990.196592,3,1.0,0.5106397102396460,0.5425743983091900,990.195381-0 990.197803-1,,,,,,,,,,,,,,,
990.2006265,3,1.0,0.5096751153357730,0.5412344372599580,990.20345-0 990.197803-1,,,,,,,,,,,,,,,
990.204661,3,1.0,0.509970294987958,0.5413045364312610,990.20345-0 990.205872-1,,,,,,,,,,,,,,,
990.2086955,3,1.0,0.5098547482188850,0.5420189539968930,990.211519-0 990.205872-1,,,,,,,,,,,,,,,
990.21273,3,1.0,0.5098072838252340,0.5400591412695610,990.211519-0 990.213941-1,,,,,,,,,,,,,,,
990.2167645,3,1.0,0.5101859881855020,0.5408145098243240,990.219588-0 990.213941-1,,,,,,,,,,,,,,,
990.2207990000000,3,1.0,0.5104617383986530,0.5436356314230350,990.219588-0 990.22201-1,,,,,,,,,,,,,,,
990.2248335000000,3,1.0,0.5107398868064470,0.5423521273319950,990.227657-0 990.22201-1,,,,,,,,,,,,,,,
990.228868,4,1.0,0.5105534169327850,0.5412503512956420,990.227657-0 990.230079-1,,,,,,,,,,,,,,,
990.2329025,4,1.0,0.5099950145115460,0.5418231790384480,990.235726-0 990.230079-1,,,,,,,,,,,,,,,
990.236937,4,1.0,0.5103294349053240,0.5432728335283620,990.235726-0 990.238148-1,,,,,,,,,,,,,,,
990.2409715,4,1.0,0.5105464697393250,0.5423827528423030,990.243795-0 990.238148-1,,,,,,,,,,,,,,,
990.2450065,4,1.0,0.5098891251768360,0.539930771221617,990.243795-0 990.246218-1,,,,,,,,,,,,,,,
990.2490415,4,1.0,0.5102026740643990,0.5416830885572180,990.251865-0 990.246218-1,,,,,,,,,,,,,,,
990.253076,4,1.0,0.5106040633141030,0.5444685406294840,990.251865-0 990.254287-1,,,,,,,,,,,,,,,
990.2571105,4,1.0,0.5105725023090940,0.5438466559768850,990.259934-0 990.254287-1,,,,,,,,,,,,,,,
990.2611450000000,4,1.0,0.5108957924987330,0.5423340551116730,990.259934-0 990.262356-1,,,,,,,,,,,,,,,
990.2651795000000,5,1.0,0.5115436695174780,0.542165311986548,990.268003-0 990.262356-1,,,,,,,,,,,,,,,
990.269214,5,1.0,0.5116885655600850,0.542045999552809,990.268003-0 990.270425-1,,,,,,,,,,,,,,,
990.2732485,5,1.0,0.510663781490451,0.5420162410349960,990.276072-0 990.270425-1,,,,,,,,,,,,,,,
990.277283,5,1.0,0.5105924619267690,0.5415097516881920,990.276072-0 990.278494-1,,,,,,,,,,,,,,,
990.2813175,5,1.0,0.5110410384824670,0.5409482984122850,990.284141-0 990.278494-1,,,,,,,,,,,,,,,
990.285352,5,1.0,0.5101471427713050,0.5413709638827870,990.284141-0 990.286563-1,,,,,,,,,,,,,,,
990.2893865,5,1.0,0.5091358079876710,0.5417706752977740,990.29221-0 990.286563-1,,,,,,,,,,,,,,,
990.293421,5,1.0,0.509475772125755,0.5416622516987290,990.29221-0 990.294632-1,,,,,,,,,,,,,,,
990.2974555000000,6,1.0,0.5107365777134240,0.5420528513140090,990.300279-0 990.294632-1,,,,,,,,,,,,,,,
990.3014900000000,6,1.0,0.5108550726151080,0.5433249274235500,990.300279-0 990.302701-1,,,,,,,,,,,,,,,
990.3055245,6,1.0,0.5111144832952360,0.5421630695728100,990.308348-0 990.302701-1,,,,,,,,,,,,,,,
990.309559,6,1.0,0.5108642123438010,0.5417141836304270,990.308348-0 990.31077-1,,,,,,,,,,,,,,,
990.313594,6,1.0,0.5094929056137110,0.5422905847710480,990.316418-0 990.31077-1,,,,,,,,,,,,,,,
990.3176285,6,0.9872395782109300,0.5092895697771760,0.5412255839220600,990.316418-0 990.318839-1,,,,,,,,,,,,,,,
990.321663,6,0.9872395782109300,0.5101855612132760,0.541755876697068,990.324487-0 990.318839-1,,,,,,,,,,,,,,,
990.3256975000000,6,0.9922567108697520,0.5102808609974680,0.5424668040425930,990.324487-0 990.326908-1,,,,,,,,,,,,,,,
990.3297320000000,7,0.9922567108697520,0.5100246640039710,0.5423097915653480,990.332556-0 990.326908-1,,,,,,,,,,,,,,,
990.3337665000000,7,1.0,0.5107112931771500,0.541945333919231,990.332556-0 990.334977-1,,,,,,,,,,,,,,,
990.337801,7,1.0,0.5105172553474040,0.540637267750598,990.340625-0 990.334977-1,,,,,,,,,,,,,,,
990.3418355,7,1.0,0.5108259959093090,0.5421734033014850,990.340625-0 990.343046-1,,,,,,,,,,,,,,,
990.34587,7,1.0,0.5105575866706800,0.5441161940737130,990.348694-0 990.343046-1,,,,,,,,,,,,,,,
990.3499045000000,7,1.0,0.5098008001150100,0.5442925333785440,990.348694-0 990.351115-1,,,,,,,,,,,,,,,
990.3539390000000,7,1.0,0.5099511800992100,0.5429748868347540,990.356763-0 990.351115-1,,,,,,,,,,,,,,,
990.3579735000000,7,1.0,0.5101683938147160,0.541748017337337,990.356763-0 990.359184-1,,,,,,,,,,,,,,,
990.3620080000000,7,1.0,0.5104921638530730,0.5431133491059770,990.364832-0 990.359184-1,,,,,,,,,,,,,,,
990.366043,8,1.0,0.5107043373874930,0.5445968148133720,990.364832-0 990.367254-1,,,,,,,,,,,,,,,
990.3700775,8,1.0,0.5099776081726960,0.5431156321259890,990.372901-0 990.367254-1,,,,,,,,,,,,,,,
990.374112,8,1.0,0.5101902449383580,0.5423035487653550,990.372901-0 990.375323-1,,,,,,,,,,,,,,,
990.378147,8,1.0,0.5102787645419150,0.541306607720782,990.380971-0 990.375323-1,,,,,,,,,,,,,,,
990.3821815,8,1.0,0.5097874771045950,0.5436945227919920,990.380971-0 990.383392-1,,,,,,,,,,,,,,,
990.386216,8,1.0,0.5099894978666520,0.5443969315066910,990.38904-0 990.383392-1,,,,,,,,,,,,,,,
990.3902505000000,8,1.0,0.5102797558745140,0.541062211116258,990.38904-0 990.391461-1,,,,,,,,,,,,,,,
990.3942850000000,8,1.0,0.5112245813801940,0.5419405993157060,990.397109-0 990.391461-1,,,,,,,,,,,,,,,
990.3983195000000,9,1.0,0.5112366799822530,0.5436741557306600,990.397109-0 990.39953-1,,,,,,,,,,,,,,,
990.4023540000000,9,1.0,0.5112833739723360,0.5440677490736000,990.405178-0 990.39953-1,,,,,,,,,,,,,,,
990.4063885,9,1.0,0.511769808018136,0.5421168276086860,990.405178-0 990.407599-1,,,,,,,,,,,,,,,
990.410423,9,1.0,0.5110138739322380,0.53978640746899,990.413247-0 990.407599-1,,,,,,,,,,,,,,,
990.4144575,9,0.9886355829277860,0.5114267450604350,0.543365556278508,990.413247-0 990.415668-1,,,,,,,,,,,,,,,
990.418492,9,0.9886355829277860,0.5110875006908390,0.5444789268575630,990.421316-0 990.415668-1,,,,,,,,,,,,,,,
990.4225265,9,0.9951635462900080,0.5106308411039990,0.5417699702590790,990.421316-0 990.423737-1,,,,,,,,,,,,,,,
990.426561,9,0.9951635462900080,0.5108811971963280,0.5423259071529250,990.429385-0 990.423737-1,,,,,,,,,,,,,,,
990.4305955,10,1.0,0.5105764189456580,0.5455558743554120,990.429385-0 990.431806-1,,,,,,,,,,,,,,,
990.43463,10,1.0,0.5097344425932970,0.5446288998780370,990.437454-0 990.431806-1,,,,,,,,,,,,,,,
990.4386645,10,1.0,0.5080561245655390,0.5535643473036110,990.437454-0 990.439875-1,,,,,,,,,,,,,,,
990.4426995,10,1.0,0.507006410175604,0.5576019812990210,990.445524-0 990.439875-1,,,,,,,,,,,,,,,
990.446734,10,1.0,0.5071619941480700,0.5573066465772040,990.445524-0 990.447944-1,,,,,,,,,,,,,,,
990.4507685,10,1.0,0.506591129588172,0.5585150940822050,990.453593-0 990.447944-1,,,,,,,,,,,,,,,
990.454803,10,1.0,0.5071825076391500,0.5602262577219800,990.453593-0 990.456013-1,,,,,,,,,,,,,,,
990.4588375000000,10,1.0,0.5068034278197070,0.5600470058904780,990.461662-0 990.456013-1,,,,,,,,,,,,,,,
990.4628720000000,11,1.0,0.5065129989332310,0.5599298993465410,990.461662-0 990.464082-1,,,,,,,,,,,,,,,
990.4669065,11,1.0,0.507038265980621,0.5602695997056620,990.469731-0 990.464082-1,,,,,,,,,,,,,,,
990.470941,11,1.0,0.5074154354523720,0.5613742022232350,990.469731-0 990.472151-1,,,,,,,,,,,,,,,
990.4749755,11,1.0,0.5069149965416520,0.5602003849119070,990.4778-0 990.472151-1,,,,,,,,,,,,,,,
990.47901,11,1.0,0.5067952108264690,0.5598212989563980,990.4778-0 990.48022-1,,,,,,,,,,,,,,,
990.4830445,11,1.0,0.5070443609796980,0.559955544106262,990.485869-0 990.48022-1,,,,,,,,,,,,,,,
990.487079,11,0.9856540136278870,0.5074318891759600,0.5605712167646230,990.485869-0 990.488289-1,,,,,,,,,,,,,,,
990.4911135,11,0.9856540136278870,0.5067539869138960,0.5616644471606330,990.493938-0 990.488289-1,,,,,,,,,,,,,,,
990.4951485000000,11,0.9724548787005240,0.506475964999425,0.5610977308311640,990.493938-0 990.496359-1,,,,,,,,,,,,,,,
990.499183,12,0.9724548787005240,0.5064758486131450,0.5603996953081280,990.502007-0 990.496359-1,,,,,,,,,,,,,,,
990.5032175,12,1.0,0.5064512291622410,0.5600166378871510,990.502007-0 990.504428-1,,,,,,,,,,,,,,,
990.507252,12,1.0,0.5065409825728940,0.5593644080279200,990.510076-0 990.504428-1,,,,,,,,,,,,,,,
990.5112865000000,12,1.0,0.5066080007857580,0.561262349172673,990.510076-0 990.512497-1,,,,,,,,,,,,,,,
990.5153215,12,1.0,0.506802774737676,0.5612541698133860,990.518146-0 990.512497-1,,,,,,,,,,,,,,,
990.519356,12,0.9876991547569850,0.5066509350109100,0.5617159881202060,990.518146-0 990.520566-1,,,,,,,,,,,,,,,
990.5233905,12,0.9876991547569850,0.506574678726291,0.5633716142619700,990.526215-0 990.520566-1,,,,,,,,,,,,,,,
